,Universidad,Facultad,Título,Tipo de Título,Duración,Condiciones de Ingreso,Domicilio,Teléfono,Web,Mail,Disciplina,Provincia,Ámbito
2226,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,Procurador,Título Intermedio,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,(0011) 42821388,http://www.unlz.edu.ar/ ,derecho @ sminter.com.ar.,Derecho,Buenos Aires,Público
2227,Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede Alberti,Abogado,Grado,6 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Leandro N. Alem 167 - Alberti - Buenos Aires ,(002346) 471310, , ,Derecho,Buenos Aires,Público
2228,Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede Alberti,Procurador,Título Intermedio,4 Años,Consulte con la Institución,Leandro N. Alem 167 - Alberti - Buenos Aires ,(002346) 471310, , ,Derecho,Buenos Aires,Público
2229,Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede Ezeiza,Licenciado en Tratamiento Penitenciario,Grado,4 Años,Consulte con la Institución,"Jorge Newbery Km. 4,5 - Ezeiza - Buenos Aires ",(0011) 42951339, , ,Derecho,Buenos Aires,Público
2230,Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede Goya,Abogado,Grado,6 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,España 831 - Goya - Corrientes ,(003777) 432581, , ,Derecho,Corrientes,Público
2231,Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede Goya,Procurador,Título Intermedio,4 Años,Consulte con la Institución,España 831 - Goya - Corrientes ,(003777) 432581, , ,Derecho,Corrientes,Público
2232,Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede Olavarría,Abogado,Grado,6 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Ayacucho 2410 - Olavarria - Buenos Aires ,(002284) 440983, , ,Derecho,Buenos Aires,Público
2233,Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede Olavarría,Procurador,Título Intermedio,4 Años,Consulte con la Institución,Ayacucho 2410 - Olavarria - Buenos Aires ,(002284) 440983, , ,Derecho,Buenos Aires,Público
2234,Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede Rufino,Abogado,Grado,6 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,J. B. Justo 57 - Rufino - Santa Fé ,(0015) 44269690, , ,Derecho,Santa Fé,Público
2235,Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede Rufino,Procurador,Título Intermedio,4 Años,Consulte con la Institución,J. B. Justo 57 - Rufino - Santa Fé ,(0015) 44269690, , ,Derecho,Santa Fé,Público
2236,Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede Zárate,Abogado,Grado,6 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Rivadavia 375 - Zarate - Buenos Aires ,(003487) 7439006, , ,Derecho,Buenos Aires,Público
2237,Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede Zárate,Procurador,Título Intermedio,4 Años,Consulte con la Institución,Rivadavia 375 - Zarate - Buenos Aires ,(003487) 7439006, , ,Derecho,Buenos Aires,Público
2238,Universidad Nacional del Sur,Departamento de Derecho,Abogado,Grado,10 Cuatrimestres,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Colón 50 - Bahia Blanca - Buenos Aires ,(00291) 4595085,www.uns.edu.ar ,dderecho@criba.edu.ar,Derecho,Buenos Aires,Público
2239,Universidad Nacional de Mar del Plata,Facultad de Derecho,Abogado,Grado,5 Años,Ingreso Directo,25 de Mayo 2855/65 - Mar Del Plata - Buenos Aires ,(00223) 4960397,http://www.mdp.edu.ar/derecho/ ,acadere@mdp.edu.ar,Derecho,Buenos Aires,Público
2240,Universidad Nacional de Río Cuarto,Facultad de Ciencias Humanas,Abogado,Grado,12 Cuatrimestres,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Ruta 36 Km 601 - Rio Cuarto - Córdoba ,(00358) 4676287,www.unrc.edu.ar; www.hum.unrc.edu.ar ,"secpriv@rec.unrc.edu.ar, posgrado@hum.unrc.edu.ar",Derecho,Córodoba,Público
2241,Universidad Nacional de Río Cuarto,Facultad de Ciencias Humanas,"Profesor en Ciencias Jurídicas, Políticas y Sociales",Grado,8 Cuatrimestres,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Ruta 36 Km 601 - Rio Cuarto - Córdoba ,(00358) 4676287,www.unrc.edu.ar; www.hum.unrc.edu.ar ,"secpriv@rec.unrc.edu.ar, posgrado@hum.unrc.edu.ar",Derecho,Córodoba,Público
2242,Universidad Nacional de Río Negro,Unidad Académica Sede Atlántica,Abogado,Grado,5 Años,Consulte con la Institución,Don Bosco y Leloir s/n - Viedma - Río Negro ,(002920) 428969,www.unrn.edu.ar ,alumnos.atlantica@unrn.edu.ar,Derecho,Rio Negro,Público
2243,Universidad Nacional de Rosario,Facultad de Derecho,Abogado,Grado,6 Años,Consulte con la Institución,Córdoba 2020 - Rosario - Santa Fé ,(00341) 4802634,www.fder.unr.edu.ar ,estudiantil-der@fder.unr.edu.ar,Derecho,Santa Fé,Público
2244,Universidad Nacional de Rosario,Facultad de Derecho,Bachiller Universitario en Derecho,Título Intermedio,3 Años,Consulte con la Institución,Córdoba 2020 - Rosario - Santa Fé ,(00341) 4802634,www.fder.unr.edu.ar ,estudiantil-der@fder.unr.edu.ar,Derecho,Santa Fé,Público
2245,Universidad Nacional de Rosario,Facultad de Derecho,Bachiller Universitario -título intermedio de la carrera de Abogacía-,Título Intermedio,2 Años,Consulte con la Institución,Córdoba 2020 - Rosario - Santa Fé ,(00341) 4802634,www.fder.unr.edu.ar ,estudiantil-der@fder.unr.edu.ar,Derecho,Santa Fé,Público
2246,Universidad Nacional de Rosario,Facultad de Derecho,Escribano,Grado,6 Años,Consulte con la Institución,Córdoba 2020 - Rosario - Santa Fé ,(00341) 4802634,www.fder.unr.edu.ar ,estudiantil-der@fder.unr.edu.ar,Derecho,Santa Fé,Público
2247,Universidad Nacional de San Juan,Facultad de Ciencias Sociales,Abogado,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av.J. I. de la Roza y Meglioli S/N - San Juan - San Juan ,(00264) 4230314,http://www.unsj.edu.ar/ ,dcyere@unsj.edu.ar - dgcc@unsj.edu.ar,Derecho,San Juan,Público
2248,Universidad Nacional de San Luis,"Facultad de Ciencias Económicas, Jurídicas y Sociales",Abogado/a,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Ruta Prov Nº 55 (ex 148) Extremo Norte 55 - Villa Mercedes - San Luis ,(002657) 4430980,http://www.fcejs.unsl.edu.ar ,alufcejs@unsl.edu.ar,Derecho,San Luis,Público
2249,Universidad Nacional de San Luis,"Facultad de Ciencias Económicas, Jurídicas y Sociales",Asistente Jurídico Universitario,Otros Pregrados,3 Años,Asistencia a Curso de Ingreso o Nivelación,Ruta Prov Nº 55 (ex 148) Extremo Norte 55 - Villa Mercedes - San Luis ,(002657) 4430980,http://www.fcejs.unsl.edu.ar ,alufcejs@unsl.edu.ar,Derecho,San Luis,Público
2250,Universidad Nacional de San Luis,"Facultad de Ciencias Económicas, Jurídicas y Sociales",Procurador/a,Otros Pregrados,3 Años,Asistencia a Curso de Ingreso o Nivelación,Ruta Prov Nº 55 (ex 148) Extremo Norte 55 - Villa Mercedes - San Luis ,(002657) 4430980,http://www.fcejs.unsl.edu.ar ,alufcejs@unsl.edu.ar,Derecho,San Luis,Público
2251,Universidad Nacional de Tucumán,Facultad de Derecho y Ciencias Sociales,Abogado,Grado,6 Años,Ingreso Directo,25 de Mayo 471 - San Miguel De Tucuman - Tucumán ,(00381) 4215348,www.derecho.unt.edu.ar ,info@unt.edu.ar,Derecho,Tucumán,Público
2252,Universidad Nacional de Tucumán,Facultad de Derecho y Ciencias Sociales,Escribano,Grado,4 Años,Ingreso Directo,25 de Mayo 471 - San Miguel De Tucuman - Tucumán ,(00381) 4215348,www.derecho.unt.edu.ar ,info@unt.edu.ar,Derecho,Tucumán,Público
2253,Universidad Nacional de Tucumán,Facultad de Derecho y Ciencias Sociales,Procurador,Grado,4 Años,Ingreso Directo,25 de Mayo 471 - San Miguel De Tucuman - Tucumán ,(00381) 4215348,www.derecho.unt.edu.ar ,info@unt.edu.ar,Derecho,Tucumán,Público
2254,Universidad Nacional José C. Paz,Departamento de Ciencias Jurídicas y Sociales,Abogado,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Leandro N. Alem 4731 - Jose Clemente Paz - Buenos Aires ,(002320) 333288,www.unpaz.edu.ar ,depcsjys@unpaz.edu.ar,Derecho,Buenos Aires,Público
2255,Universidad Nacional José C. Paz,Departamento de Ciencias Jurídicas y Sociales,Procurador,Título Intermedio,4 Años,Asistencia a Curso de Ingreso o Nivelación,Leandro N. Alem 4731 - Jose Clemente Paz - Buenos Aires ,(002320) 333288,www.unpaz.edu.ar ,depcsjys@unpaz.edu.ar,Derecho,Buenos Aires,Público
2256,Universidad Salesiana Argentina,Facultad de Derecho,Abogado,Grado,5 Años,Consulte con la Institución,Gorriti 132 - Bahia Blanca - Buenos Aires ,(00291) 4552532,http://www.unisal.edu.ar ,academica@unisal.edu.ar,Derecho,Buenos Aires,Privado
2257,Universidad Torcuato Di Tella,Escuela de Derecho,Abogado,Grado,5 Años,Exámen de Ingreso,Av. Figueroa Alcorta 7350 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 51697209,www.utdt.edu ,admisiones@utdt.edu,Derecho,Ciudad Autonoma de Buenos Aires,Privado
2258,Instituto Tecnológico de Buenos Aires,Departamento de Administración y Sistemas,Licenciado en Administración y Sistemas,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Av. Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 63934800,http://www.itba.edu.ar ,informes@itba.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2259,Instituto Universitario Aeronáutico,Facultad de Ciencias de la Administración,Contador Público - MD,Grado,4.5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av.Fuerza Aérea 6500 - Córdoba - Córdoba ,(00351) 4435000,http://www.iua.edu.ar/ ,informes@iua.edu.ar,Economía y Administración,Córodoba,Público
2260,Instituto Universitario Aeronáutico,Facultad de Ciencias de la Administración,Licenciado en Administración - MD,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av.Fuerza Aérea 6500 - Córdoba - Córdoba ,(00351) 4435000,http://www.iua.edu.ar/ ,informes@iua.edu.ar,Economía y Administración,Córodoba,Público
2261,Instituto Universitario Aeronáutico,Facultad de Ciencias de la Administración,Técnico Universitario en Administración - MD,Título Intermedio,2.5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av.Fuerza Aérea 6500 - Córdoba - Córdoba ,(00351) 4435000,http://www.iua.edu.ar/ ,informes@iua.edu.ar,Economía y Administración,Córodoba,Público
2262,Instituto Universitario de Gendarmería Nacional,Unidad Académica de Grado y Posgrado Escuela Superior Gral. de Brig. Manuel María Calderón,Licenciado en Administración Pública - Ciclo de Licenciatura,Ciclo de Licenciatura,2 Años,Entrevista de Admisión,Av. Paseo Colón 533 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 51693381,http://www.gendarmeria.gov.ar/ ,iugna@gendarmeria.gov.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Público
2263,Instituto Universitario de Gendarmería Nacional,Unidad Académica General Don Martín Miguel de Güemes,Analista Universitario en Administración Pública,Título Intermedio,3 Años,Consulte con la Institución,El Quebracho y el Yacaré S/N - Ciudad Evita - Buenos Aires ,(0011) 46202374,http://www.gendarmeria.gov.ar/ ,iugna@gendarmeria.gov.ar,Economía y Administración,Buenos Aires,Público
2264,Instituto Universitario de Gendarmería Nacional,Unidad Académica General Don Martín Miguel de Güemes,Licenciado en Administración Pública,Grado,4 Años,Consulte con la Institución,El Quebracho y el Yacaré S/N - Ciudad Evita - Buenos Aires ,(0011) 46202374,http://www.gendarmeria.gov.ar/ ,iugna@gendarmeria.gov.ar,Economía y Administración,Buenos Aires,Público
2265,"Instituto Universitario del Ejército ""Mayor Francisco Romero""",Unidad Académica Colegio Militar de la Nación,Licenciado en Conducción y Gestión Operativa - Orientación Armas,Grado,9 Semestres,Exámen de Ingreso,Av Matienzo y Ruta 201 - El Palomar - Buenos Aires ,(0011) 47518001,www.colegiomilitar.mil.ar ,ingresocmn@ejercito.mil.ar,Economía y Administración,Buenos Aires,Público
2266,"Instituto Universitario del Ejército ""Mayor Francisco Romero""",Unidad Académica Colegio Militar de la Nación,Licenciado en Conducción y Gestión Operativa - Orientación Arsenales,Grado,9 Semestres,Exámen de Ingreso,Av Matienzo y Ruta 201 - El Palomar - Buenos Aires ,(0011) 47518001,www.colegiomilitar.mil.ar ,ingresocmn@ejercito.mil.ar,Economía y Administración,Buenos Aires,Público
2267,"Instituto Universitario del Ejército ""Mayor Francisco Romero""",Unidad Académica Colegio Militar de la Nación,Licenciado en Conducción y Gestión Operativa - Orientación Intendencia,Grado,9 Semestres,Exámen de Ingreso,Av Matienzo y Ruta 201 - El Palomar - Buenos Aires ,(0011) 47518001,www.colegiomilitar.mil.ar ,ingresocmn@ejercito.mil.ar,Economía y Administración,Buenos Aires,Público
2268,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,Analista Universitario en Administración y Contabilidad del Sector Público con Orientación en Administración Marítima,Título Intermedio,3 Años,Exámen de Ingreso,Cro. Gral. Belgrano 302 - Zarate - Buenos Aires ,(003487) 422288,http://www.prefecturanaval.edu.ar/iupna/ ,epreingreso@prefecturanaval.gov.ar,Economía y Administración,Buenos Aires,Público
2269,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,Licenciado en Administración y Contabilidad del Sector Público con orientación en Administración Marítima,Grado,4 Años,Exámen de Ingreso,Cro. Gral. Belgrano 302 - Zarate - Buenos Aires ,(003487) 422288,http://www.prefecturanaval.edu.ar/iupna/ ,epreingreso@prefecturanaval.gov.ar,Economía y Administración,Buenos Aires,Público
2270,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,Técnico Universitario en Gestión Administrativa de Bienes y Servicios del Estado,Otros Pregrados,2 Años,Exámen de Ingreso,Cro. Gral. Belgrano 302 - Zarate - Buenos Aires ,(003487) 422288,http://www.prefecturanaval.edu.ar/iupna/ ,esubingreso@prefecturanaval.gov.ar,Economía y Administración,Buenos Aires,Público
2271,Instituto Universitario Escuela Argentina de Negocios,Unidad Académica Capital Federal - Sede Central,Contador Público,Grado,4 Años,Ingreso Directo,Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 50323900,http://www.iuean.edu.ar ,informes@iuean.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2272,Instituto Universitario Escuela Argentina de Negocios,Unidad Académica Capital Federal - Sede Central,Licenciado en Administración de Empresas,Grado,4 Años,Ingreso Directo,Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 50323900,http://www.iuean.edu.ar ,informes@iuean.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2273,Instituto Universitario Escuela Argentina de Negocios,Unidad Académica Capital Federal - Sede Central,Licenciado en Administración de Empresas Agropecuarias,Grado,4 Años,Ingreso Directo,Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 50323900,http://www.iuean.edu.ar ,informes@iuean.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2274,Instituto Universitario Escuela Argentina de Negocios,Unidad Académica Capital Federal - Sede Central,Licenciado en Administración de Negocios en Internet,Grado,4 Años,Ingreso Directo,Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 50323900,http://www.iuean.edu.ar ,informes@iuean.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2275,Instituto Universitario Escuela Argentina de Negocios,Unidad Académica Capital Federal - Sede Central,Licenciado en Administración de Negocios Internacionales,Grado,4 Años,Ingreso Directo,Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 50323900,http://www.iuean.edu.ar ,informes@iuean.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2276,Instituto Universitario Escuela Argentina de Negocios,Unidad Académica Capital Federal - Sede Central,Licenciado en Administración Hotelera,Grado,4 Años,Ingreso Directo,Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 50323900,http://www.iuean.edu.ar ,informes@iuean.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2277,Instituto Universitario Escuela Argentina de Negocios,Unidad Académica Capital Federal - Sede Central,Licenciado en Comercialización,Grado,4 Años,Ingreso Directo,Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 50323900,http://www.iuean.edu.ar ,informes@iuean.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2278,Instituto Universitario Escuela Argentina de Negocios,Unidad Académica Provincia de Buenos Aires - Sede Martínez,Contador Público,Grado,4 Años,Ingreso Directo,Av. Santa Fe 2162 - Martinez - Buenos Aires ,(0011) 50323900,http://www.iuean.edu.ar ,informes@iuean.edu.ar,Economía y Administración,Buenos Aires,Privado
2279,Instituto Universitario Escuela Argentina de Negocios,Unidad Académica Provincia de Buenos Aires - Sede Martínez,Licenciado en Administración de Empresas,Grado,4 Años,Ingreso Directo,Av. Santa Fe 2162 - Martinez - Buenos Aires ,(0011) 50323900,http://www.iuean.edu.ar ,informes@iuean.edu.ar,Economía y Administración,Buenos Aires,Privado
2280,Instituto Universitario Escuela Argentina de Negocios,Unidad Académica Provincia de Buenos Aires - Sede Martínez,Licenciado en Administración de Empresas Agropecuarias,Grado,4 Años,Ingreso Directo,Av. Santa Fe 2162 - Martinez - Buenos Aires ,(0011) 50323900,http://www.iuean.edu.ar ,informes@iuean.edu.ar,Economía y Administración,Buenos Aires,Privado
2281,Instituto Universitario Escuela Argentina de Negocios,Unidad Académica Provincia de Buenos Aires - Sede Martínez,Licenciado en Administración de Negocios en Internet,Grado,4 Años,Ingreso Directo,Av. Santa Fe 2162 - Martinez - Buenos Aires ,(0011) 50323900,http://www.iuean.edu.ar ,informes@iuean.edu.ar,Economía y Administración,Buenos Aires,Privado
2282,Instituto Universitario Escuela Argentina de Negocios,Unidad Académica Provincia de Buenos Aires - Sede Martínez,Licenciado en Administración de Negocios Internacionales,Grado,4 Años,Ingreso Directo,Av. Santa Fe 2162 - Martinez - Buenos Aires ,(0011) 50323900,http://www.iuean.edu.ar ,informes@iuean.edu.ar,Economía y Administración,Buenos Aires,Privado
2283,Instituto Universitario Escuela Argentina de Negocios,Unidad Académica Provincia de Buenos Aires - Sede Martínez,Licenciado en Administración Hotelera,Grado,4 Años,Ingreso Directo,Av. Santa Fe 2162 - Martinez - Buenos Aires ,(0011) 50323900,http://www.iuean.edu.ar ,informes@iuean.edu.ar,Economía y Administración,Buenos Aires,Privado
2284,Instituto Universitario Escuela Argentina de Negocios,Unidad Académica Provincia de Buenos Aires - Sede Martínez,Licenciado en Comercialización,Grado,4 Años,Ingreso Directo,Av. Santa Fe 2162 - Martinez - Buenos Aires ,(0011) 50323900,http://www.iuean.edu.ar ,informes@iuean.edu.ar,Economía y Administración,Buenos Aires,Privado
2285,Instituto Universitario Escuela Superior de Economía y Administración de Empresas,Sede Central,Licenciado en Gestión Empresaria Internacional,Grado,4 Años,Exámen de Ingreso,Uriarte 2472 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 47727243,www.eseade.edu.ar ,info@eseade.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2286,Instituto Universitario Naval,Unidad Académica Escuela Naval Militar,Licenciado en Administración Naval,Grado,60 Meses,Consulte con la Institución,Rio Santiago - Base Naval De Rio Santiago - Buenos Aires ,(00221) 4680330,www.escuelanaval.mil.ar ,ingreso@escuelanaval.mil.ar,Economía y Administración,Buenos Aires,Público
2287,Instituto Universitario River Plate,Departamento de Economia y Administracion del Deporte,Analista Universitario en Administración,Título Intermedio,2 Años,Asistencia a Curso de Ingreso o Nivelación,Figueroa Alcorta 7597 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(011) 47891141,www.iuriverplate.edu.ar ,ryacopi@iuriverplate.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2288,Instituto Universitario River Plate,Departamento de Economia y Administracion del Deporte,Licenciado en Administración,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Figueroa Alcorta 7597 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(011) 47891141,www.iuriverplate.edu.ar ,ryacopi@iuriverplate.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2289,Instituto Universitario River Plate,Departamento de Economia y Administracion del Deporte,Licenciado en Administración del Deporte,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Figueroa Alcorta 7597 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(011) 47891141,www.iuriverplate.edu.ar ,ryacopi@iuriverplate.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2290,Instituto Universitario River Plate,Departamento de Economia y Administracion del Deporte,Licenciado en Marketing Deportivo,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Figueroa Alcorta 7597 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(011) 47891141,www.iuriverplate.edu.ar ,ryacopi@iuriverplate.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2291,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Centro Regional Pergamino,Contador Público,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Pasteur 68 - Pergamino - Buenos Aires ,(002477) 441108,www.uca.edu.ar ,ingreso_rosario@uca.edu.ar,Economía y Administración,Buenos Aires,Privado
2292,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Analista Administrativo Contable,Título Intermedio,5 Semestres,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(00810) 3334647,www.uca.edu.ar ,ingreso@uca.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2293,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Contador Público,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(00810) 3334647,www.uca.edu.ar ,ingreso@uca.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2294,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Administración de Empresas,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(00810) 3334647,www.uca.edu.ar ,ingreso@uca.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2295,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Administración de Entidades Financieras,Grado,5 Años,Consulte con la Institución,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(00810) 3334647,www.uca.edu.ar ,ingreso@uca.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2296,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Economía,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(00810) 3334647,www.uca.edu.ar ,ingreso@uca.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2297,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Marketing,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(00810) 3334647,www.uca.edu.ar ,ingreso@uca.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2298,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas,Técnico en Organización Bancaria,Otros Pregrados,5 Semestres,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Alicia Moreau de Justo 1400 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(00810) 3334647,www.uca.edu.ar ,ingreso@uca.edu.ar,Economía y Administración,Ciudad Autonoma de Buenos Aires,Privado
2299,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Contador Público,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé ,(00341) 4368000,www.uca.edu.ar ,ingreso_rosario@uca.edu.ar,Economía y Administración,Santa Fé,Privado
2300,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas del Rosario,Licenciado en Administración de Empresas,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avda. Pellegrini 3314 - Rosario - Santa Fé ,(00341) 4368000,www.uca.edu.ar ,ingreso_rosario@uca.edu.ar,Economía y Administración,Santa Fé,Privado
2301,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas y Jurídicas,Contador Público,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Uruguay 750 - Mendoza - Mendoza ,(00261) 4429400,www.uca.edu.ar ,infoucamendoza@uca.edu.ar,Economía y Administración,Mendoza,Privado
2302,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas y Jurídicas,Licenciado en Administración de Empresas,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Uruguay 750 - Mendoza - Mendoza ,(00261) 4429400,www.uca.edu.ar ,infoucamendoza@uca.edu.ar,Economía y Administración,Mendoza,Privado
2303,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Facultad de Ciencias Económicas y Jurídicas,"Martillero Público, Corredor ( Inmobiliario y Mobiliario ), Administrador de Consorcios y Tasador",Otros Pregrados,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Uruguay 750 - Mendoza - Mendoza ,(00261) 4429400,www.uca.edu.ar ,infoucamendoza@uca.edu.ar,Economía y Administración,Mendoza,Privado
