Condiciones de Ingreso;Disciplina;Domicilio;Duración;Estrategica;Facultad;Mail;Provincia;Teléfono;Tipo de Título;Título;Universidad;Web;existe_1988;existe_2003;Ámbito
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Economía y Administración;Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;True;Facultad de Ciencias Económicas;ingresos@ub.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 47885400;Grado;Licenciado en Administración de Recursos Humanos;Universidad de Belgrano;www.ub.edu.ar ;;;Privado
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Economía y Administración;Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;True;Facultad de Ciencias Económicas;ingresos@ub.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 47885400;Grado;Licenciado en Comercialización;Universidad de Belgrano;www.ub.edu.ar ;;;Privado
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Economía y Administración;Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;False;Facultad de Ciencias Económicas;ingresos@ub.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 47885400;Grado;Licenciado en Economía;Universidad de Belgrano;www.ub.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Semestres;True;Facultad de Ciencias Económicas;ingresos@ub.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 47885400;Técnico Instrumental;Técnico en Administración con orientación en Pequeña y Mediana Empresa;Universidad de Belgrano;www.ub.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Semestres;True;Facultad de Ciencias Económicas;ingresos@ub.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 47885400;Técnico Instrumental;Técnico en Administración con orientación en Recursos Humanos;Universidad de Belgrano;www.ub.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;2 Años;True;Facultad de Ciencias Económicas;ingresos@ub.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 47885400;Técnico Instrumental;Técnico Universitario en Administración Hotelera;Universidad de Belgrano;www.ub.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;2 Años;True;Facultad de Ciencias Económicas;ingresos@ub.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 47885400;Técnico Instrumental;Técnico Universitario en Comercialización;Universidad de Belgrano;www.ub.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;2 Años;True;Facultad de Ciencias Económicas;ingresos@ub.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 47885400;Técnico Instrumental;Técnico Universitario en Comercio Internacional;Universidad de Belgrano;www.ub.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Av. Federico Lacroze 1955 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;2 Años;False;Facultad de Estudios a Distancia y Educación Virtual;titolasanta@gmail.com;Ciudad Autonoma de Buenos Aires;(0011) 45114740;Ciclo de Complementación Curricular;Licenciado en Gestión de Agroempresas - Ciclo de Complementación Curricular - MD;Universidad de Belgrano;http://www.ub.edu.ar/ ;;;Privado
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Economía y Administración;Av. Federico Lacroze 1955 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;2 Años;True;Facultad de Estudios a Distancia y Educación Virtual;titolasanta@gmail.com;Ciudad Autonoma de Buenos Aires;(0011) 45114740;Técnico Instrumental;Técnico en Administración con orientación en Pequeña y Mediana Empresa;Universidad de Belgrano;http://www.ub.edu.ar/ ;;;Privado
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Economía y Administración;Av. Federico Lacroze 1955 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;2 Años;True;Facultad de Estudios a Distancia y Educación Virtual;titolasanta@gmail.com;Ciudad Autonoma de Buenos Aires;(0011) 45114740;Técnico Instrumental;Técnico en Comercialización - MD;Universidad de Belgrano;http://www.ub.edu.ar/ ;;;Privado
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Economía y Administración;Av. Federico Lacroze 1955 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;2.5 Años;True;Facultad de Estudios a Distancia y Educación Virtual;titolasanta@gmail.com;Ciudad Autonoma de Buenos Aires;(0011) 45114740;Técnico Instrumental;Técnico en Comercio Internacional - MD;Universidad de Belgrano;http://www.ub.edu.ar/ ;;;Privado
Ingreso Directo;Economía y Administración;Av. San Martín 4453 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4.5 Años;True;Facultad de Agronomía;alumnos@agro.uba.ar;Ciudad Autonoma de Buenos Aires;(0011) 45083620;Grado;Licenciado en Economía y Administración Agrarias;Universidad de Buenos Aires;www.agro.uba.ar ;True;True;Público
Consulte con la Institución;Economía y Administración;Av. San Martín 4453 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4.5 Años;True;Facultad de Agronomía;alumnos@agro.uba.ar;Ciudad Autonoma de Buenos Aires;(0011) 45083620;Grado;Licenciado en Gestión de Agroalimentos;Universidad de Buenos Aires;www.agro.uba.ar ;True;True;Público
Ingreso Directo;Economía y Administración;Av. San Martín 4453 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;5 Cuatrimestres;True;Facultad de Agronomía;alumnos@agro.uba.ar;Ciudad Autonoma de Buenos Aires;(0011) 45083620;Otros Pregrados;Martillero y Corredor Público Rural;Universidad de Buenos Aires;www.agro.uba.ar ;True;True;Público
Ingreso Directo;Economía y Administración;Av. Córdoba 2122 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;5 Años;True;Facultad de Ciencias Económicas;doeinfo@rec.uba.ar;Ciudad Autonoma de Buenos Aires;(0011) 45083619;Grado;Actuario (Administración);Universidad de Buenos Aires;www.econ.uba.ar/ ;True;True;Público
Ingreso Directo;Economía y Administración;Av. Córdoba 2122 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;5 Años;False;Facultad de Ciencias Económicas;doeinfo@rec.uba.ar;Ciudad Autonoma de Buenos Aires;(0011) 45083619;Grado;Actuario (Economía);Universidad de Buenos Aires;www.econ.uba.ar/ ;True;True;Público
Ingreso Directo;Economía y Administración;Av. Córdoba 2122 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;5 Años;False;Facultad de Ciencias Económicas;doeinfo@rec.uba.ar;Ciudad Autonoma de Buenos Aires;(0011) 45083619;Grado;Contador Público;Universidad de Buenos Aires;www.econ.uba.ar/ ;True;True;Público
Ingreso Directo;Economía y Administración;Av. Córdoba 2122 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;5 Años;True;Facultad de Ciencias Económicas;doeinfo@rec.uba.ar;Ciudad Autonoma de Buenos Aires;(0011) 45083619;Grado;Licenciado en Administración;Universidad de Buenos Aires;www.econ.uba.ar/ ;True;True;Público
Ingreso Directo;Economía y Administración;Av. Córdoba 2122 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;5 Años;False;Facultad de Ciencias Económicas;doeinfo@rec.uba.ar;Ciudad Autonoma de Buenos Aires;(0011) 45083619;Grado;Licenciado en Economía;Universidad de Buenos Aires;www.econ.uba.ar/ ;True;True;Público
Ingreso Directo;Economía y Administración;Av. Córdoba 2122 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;5 Años;True;Facultad de Ciencias Económicas;doeinfo@rec.uba.ar;Ciudad Autonoma de Buenos Aires;(0011) 45083619;Grado;Licenciado en Sistemas de Información de las Organizaciones;Universidad de Buenos Aires;www.econ.uba.ar/ ;True;True;Público
Consulte con la Institución;Economía y Administración;Chorroarín 280 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4.5 Años;True;Facultad de Ciencias Veterinarias;informes@fvet.uba.ar;Ciudad Autonoma de Buenos Aires;(0011) 45083619;Grado;Licenciado en Gestión de Agroalimentos;Universidad de Buenos Aires;www.fvet.uba.ar ;True;True;Público
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Sarmiento 642 - Resistencia - Chaco ;4 Años;False;Convenio UTN - Resistencia;informeschaco@uces.edu.ar;Chaco;(003624) 447871;Grado;Licenciado en Marketing;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Islas Malvinas 1650 - Rio Grande - Tierra Del Fuego ;5 Años;False;Convenio UTN - Río Grande;informesrg@uces.edu.ar;Tierra del Fuego;(002964) 432528;Grado;Contador Público;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Islas Malvinas 1650 - Rio Grande - Tierra Del Fuego ;4 Años;True;Convenio UTN - Río Grande;informesrg@uces.edu.ar;Tierra del Fuego;(002964) 432528;Grado;Licenciado en Administración de Empresas;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;Islas Malvinas 1650 - Rio Grande - Tierra Del Fuego ;2.5 Años;False;Convenio UTN - Río Grande;informesrg@uces.edu.ar;Tierra del Fuego;(002964) 432528;Título Intermedio;Técnico Universitario en Contabilidad, Tributación y Costos;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Av. de la Universidad 501 - San Francisco - Córdoba ;5 Años;False;Convenio UTN - San Francisco;informessf@uces.edu.ar;Córdoba;(003564) 431019;Grado;Contador Público;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Av. de la Universidad 501 - San Francisco - Córdoba ;4 Años;True;Convenio UTN - San Francisco;informessf@uces.edu.ar;Córdoba;(003564) 431019;Grado;Licenciado en Comercio Exterior;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;Av. de la Universidad 501 - San Francisco - Córdoba ;2.5 Años;False;Convenio UTN - San Francisco;informessf@uces.edu.ar;Córdoba;(003564) 431019;Título Intermedio;Técnico Universitario en Contabilidad, Tributación y Costos;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;Lavalle 422 - San Salvador De Jujuy - Jujuy ;4 Años;True;Convenio UTN Tucumán;jujuy@uces.edu.ar;Jujuy;(00388) 115305081;Grado;Licenciado en Dirección de Negocios;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;Laprida 651 - Venado Tuerto - Santa Fé ;4 Años;True;Convenio UTN - Venado Tuerto;informesvt@uces.edu.ar;Santa Fé;(003462) 431013;Grado;Licenciado en Comercio Exterior;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;Laprida 651 - Venado Tuerto - Santa Fé ;2.5 Años;True;Convenio UTN - Venado Tuerto;informesvt@uces.edu.ar;Santa Fé;(003462) 431013;Título Intermedio;Técnico Universitario en Comercio Exterior;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;True;Facultad de Ciencias de la Salud;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(011) 48153290;Grado;Licenciado en Administración de Servicios de Salud;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;2.5 Años;True;Facultad de Ciencias de la Salud;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(011) 48153290;Título Intermedio;Técnico Universitario en Administración de Servicios de Salud;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;5 Años;False;Facultad de Ciencias Económicas;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(011) 48153290;Grado;Contador Público;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;False;Facultad de Ciencias Económicas;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(011) 48153290;Grado;Contador Público - MD;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;True;Facultad de Ciencias Económicas;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(011) 48153290;Grado;Licenciado en Administración de Empresas;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;2 Años;True;Facultad de Ciencias Económicas;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(011) 48153290;Ciclo de Complementación Curricular;Licenciado en Administración de Empresas - Ciclo de Complementación Curricular - MD;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;False;Facultad de Ciencias Económicas;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(011) 48153290;Grado;Licenciado en Economía;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;False;Facultad de Ciencias Económicas;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(011) 48153290;Grado;Licenciado en Finanzas;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;False;Facultad de Ciencias Económicas;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(011) 48153290;Título Intermedio;Técnico Universitario en Contabilidad, Tributación y Costos;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;True;Facultad de Ciencias Empresariales;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 48153290;Grado;Licenciado en Comercio Exterior;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;2 Años;True;Facultad de Ciencias Empresariales;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 48153290;Ciclo de Complementación Curricular;Licenciado en Comercio Exterior - Ciclo de Complementación Curricular - MD;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;True;Facultad de Ciencias Empresariales;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 48153290;Grado;Licenciado en Dirección de Negocios;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;True;Facultad de Ciencias Empresariales;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 48153290;Grado;Licenciado en Gerenciamiento Ambiental;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;4 Años;False;Facultad de Ciencias Empresariales;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 48153290;Grado;Licenciado en Marketing;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;2 Años;False;Facultad de Ciencias Empresariales;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 48153290;Ciclo de Complementación Curricular;Licenciado en Marketing - Ciclo de Complementación Curricular - MD;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;2.5 Años;True;Facultad de Ciencias Empresariales;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 48153290;Título Intermedio;Técnico Universitario en Comercio Exterior;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ;2 Años;True;Facultad de Ciencias Empresariales;informes@uces.edu.ar;Ciudad Autonoma de Buenos Aires;(0011) 48153290;Título Intermedio;Técnico Universitario en Gerenciamiento Ambiental;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;Ruta 25 y Panamericana Ramal Pilar km 5 - Pilar - Buenos Aires ;4 Años;False;Pilar;pilar@uces.edu.ar;Buenos Aires;(0053) 1141656355;Grado;Licenciado en Marketing;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;Hipólito Yrigoyen 405 - La Noria - Buenos Aires ;4 Años;True;Sede Cañuelas;ucescañuelas@uces.edu.ar;Buenos Aires;(002226) 423550;Grado;Licenciado en Administración de Empresas;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;Hipólito Yrigoyen 405 - La Noria - Buenos Aires ;4 Años;False;Sede Cañuelas;ucescañuelas@uces.edu.ar;Buenos Aires;(002226) 423550;Grado;Licenciado en Marketing;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;25 de Mayo 906 - Rafaela - Santa Fé ;4 Años;True;Sede Rafaela;rafaela@uces.edu.ar;Santa Fé;(003492) 504198;Grado;Licenciado en Comercio Exterior;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;25 de Mayo 906 - Rafaela - Santa Fé ;4 Años;True;Sede Rafaela;rafaela@uces.edu.ar;Santa Fé;(003492) 504198;Grado;Licenciado en Dirección de Negocios;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;25 de Mayo 906 - Rafaela - Santa Fé ;4 Años;False;Sede Rafaela;rafaela@uces.edu.ar;Santa Fé;(003492) 504198;Grado;Licenciado en Marketing;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Consulte con la Institución;Economía y Administración;25 de Mayo 906 - Rafaela - Santa Fé ;2.5 Años;True;Sede Rafaela;rafaela@uces.edu.ar;Santa Fé;(003492) 504198;Título Intermedio;Técnico Universitario en Comercio Exterior;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Roma 650 - Olivos - Buenos Aires ;4 Años;True;UCES Olivos;olivos@uces.edu.ar;Buenos Aires;(011) 47116387;Grado;Licenciado en Administración de Empresas;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Roma 650 - Olivos - Buenos Aires ;4 Años;True;UCES Olivos;olivos@uces.edu.ar;Buenos Aires;(011) 47116387;Grado;Licenciado en Comercio Exterior;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Roma 650 - Olivos - Buenos Aires ;4 Años;True;UCES Olivos;olivos@uces.edu.ar;Buenos Aires;(011) 47116387;Grado;Licenciado en Dirección de Negocios;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Roma 650 - Olivos - Buenos Aires ;4 Años;False;UCES Olivos;olivos@uces.edu.ar;Buenos Aires;(011) 47116387;Grado;Licenciado en Marketing;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Entrevista de Admisión;Economía y Administración;Roma 650 - Olivos - Buenos Aires ;2.5 Años;True;UCES Olivos;olivos@uces.edu.ar;Buenos Aires;(011) 47116387;Título Intermedio;Técnico Universitario en Comercio Exterior;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Chile 343 - San Isidro - Buenos Aires ;4 Años;True;UCES San Isidro;sanisidro@uces.edu.ar;Buenos Aires;(011) 47421133;Grado;Licenciado en Administración de Empresas;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Chile 343 - San Isidro - Buenos Aires ;4 Años;False;UCES San Isidro;sanisidro@uces.edu.ar;Buenos Aires;(011) 47421133;Grado;Licenciado en Marketing;Universidad de Ciencias Empresariales y Sociales;www.uces.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Luis N. Palma 1125 - Gualeguaychu - Entre Ríos ;3 Años;True;Centro Regional Gualeguaychú;secretariacghu@ucu.edu.ar;Entre Ríos;(003446) 426852;Título Intermedio;Analista en Marketing;Universidad de Concepción del Uruguay;http://gualeguaychu.ucu.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Luis N. Palma 1125 - Gualeguaychu - Entre Ríos ;4 Años;True;Centro Regional Gualeguaychú;secretariacghu@ucu.edu.ar;Entre Ríos;(003446) 426852;Grado;Licenciado en Comercialización y Gestión de Negocios;Universidad de Concepción del Uruguay;http://gualeguaychu.ucu.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Luis N. Palma 1125 - Gualeguaychu - Entre Ríos ;4 Años;True;Centro Regional Gualeguaychú;secretariacghu@ucu.edu.ar;Entre Ríos;(003446) 426852;Grado;Licenciado en Comercio Internacional;Universidad de Concepción del Uruguay;http://gualeguaychu.ucu.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Luis N. Palma 1125 - Gualeguaychu - Entre Ríos ;4 Años;False;Centro Regional Gualeguaychú;secretariacghu@ucu.edu.ar;Entre Ríos;(003446) 426852;Grado;Licenciado en Marketing;Universidad de Concepción del Uruguay;http://gualeguaychu.ucu.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Luis N. Palma 1125 - Gualeguaychu - Entre Ríos ;2 Años;True;Centro Regional Gualeguaychú;secretariacghu@ucu.edu.ar;Entre Ríos;(003446) 426852;Técnico Instrumental;Técnico Universitario en Gestión Administrativa Informatizada;Universidad de Concepción del Uruguay;http://gualeguaychu.ucu.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Tucumán 2731 2731 - Santa Fe - Santa Fé ;4 Años;False;Centro Regional Santa Fe;crsf@ucu.edu.ar;Santa Fé;(00342) 4554100;Grado;Licenciado en Marketing;Universidad de Concepción del Uruguay;www.ucu.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;8 de Junio 552 - Concepcion Del Uruguay - Entre Ríos ;5 Años;False;Facultad de Ciencias Económicas;cseconomicas.ucu@gmail.com;Entre Ríos;(003442) 425606;Grado;Contador Público;Universidad de Concepción del Uruguay;www.ucu.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;8 de Junio 552 - Concepcion Del Uruguay - Entre Ríos ;4 Años;True;Facultad de Ciencias Económicas;cseconomicas.ucu@gmail.com;Entre Ríos;(003442) 425606;Grado;Licenciado en Administración de Empresas;Universidad de Concepción del Uruguay;www.ucu.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;8 de Junio 552 - Concepcion Del Uruguay - Entre Ríos ;4 Años;False;Facultad de Ciencias Económicas;cseconomicas.ucu@gmail.com;Entre Ríos;(003442) 425606;Grado;Licenciado en Economía;Universidad de Concepción del Uruguay;www.ucu.edu.ar ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Av. Colón 90 - Mendoza - Mendoza ;3 Años;True;Facultad Universidad de Congreso;ucongreso@ucongreso.edu.ar;Mendoza;(00261) 4230630;Título Intermedio;Analista Universitario en Administración;Universidad de Congreso;http://www.ucongreso.edu.ar/ ;;;Privado
Asistencia a Curso de Ingreso o Nivelación;Economía y Administración;Av. Colón 90 - Mendoza - Mendoza ;3 Años;True;Facultad Universidad de Congreso;ucongreso@ucongreso.edu.ar;Mendoza;(00261) 4230630;Título Intermedio;Analista Universitario en Comercialización;Universidad de Congreso;http://www.ucongreso.edu.ar/ ;;;Privado
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Economía y Administración;Av. Colón 90 - Mendoza - Mendoza ;4 Años;False;Facultad Universidad de Congreso;ucongreso@ucongreso.edu.ar;Mendoza;(00261) 4230630;Grado;Contador Público;Universidad de Congreso;http://www.ucongreso.edu.ar/ ;;;Privado
Asistencia y Aprobación a Curso de Ingreso o Nivelación;Economía y Administración;Av. Colón 90 - Mendoza - Mendoza ;4 Años;True;Facultad Universidad de Congreso;ucongreso@ucongreso.edu.ar;Mendoza;(00261) 4230630;Grado;Licenciado en Administración;Universidad de Congreso;http://www.ucongreso.edu.ar/ ;;;Privado
