clave provincial,cue,anexo,sede/axo/ext,region educativa,area,nombre establecimiento,dirección calle,dirección nro.,partido,característica telefónica,teléfono,código postal,email,paraje,localidad,distrito,tipo organización,ubicación,sector de gestión,dependencia,subvención,modalidad,nivel,matrícula RA2017,latitud,longitud,Matricula est 5to
0119MS0034,618804,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº34,115 Y 21A,1455,Berazategui,11,4391-0280,1884,ESB-34@HOTMAIL.COM,BARRIO ORIÓN,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,271.0,-34.786665,-58.237281,36.0
0119MS0035,617209,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº35,162 E/ 63 Y 64.,6377,Berazategui,11,4215-5228,1885,ESB02BEGUI@YAHOO.COM.AR,PUEBLO NUEVO,GUILLERMO E HUDSON,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,122.0,-34.793234,-58.148733,16.0
0119MS0036,617656,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº36,CALLE 156 ESQ. 51,S/N,Berazategui,11,4215-4938,1885,,VILLA MATILDE,GUILLERMO E HUDSON,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,381.0,-34.788721,-58.162344,51.0
0119MS0037,619857,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº37,127 Y 50,5040,Berazategui,2229,45-5493,1885,CLAUDIAARMEL@HOTMAIL.COM,,GUILLERMO E HUDSON,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,332.0,-34.807801,-58.191067,44.0
0119MS0038,619007,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº38,9 E/ 131 Y 132,3143,Berazategui,11,4216-6504,1884,SBASICA49@YAHOO.COM.AR,,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,156.0,-34.766395,-58.230762,21.0
0119MS0039,617660,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº39,134 E/ 13 Y 14,1338,Berazategui,11,4216-9214,1884,MELU_8305@YAHOO.COM,,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,234.0,-34.768601,-58.22414,31.0
0119MS0040,617682,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACION SECUNDARIA Nº40,1 E/ 122 Y 123,S/N,Berazategui,11,4226-8947,1884,EES40BERA@GMAIL.COM,BARRIO 1º DE MAYO,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,256.0,-34.763332,-58.245743,34.0
0119MS0041,619005,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACION SECUNDARIA Nº41,24 E/ 131 A Y 132,3147,Berazategui,11,4216-1521,1884,EES41_BERAZATEGUI@YAHOO.COM,,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,196.0,-34.780511,-58.218645,26.0
0119MS0042,617663,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº42,CALLE 27 E/ 159 A Y 160,s/n,Berazategui,11,4395-2501,1884,,LA LOMA,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,242.0,-34.767004,-58.18762,32.0
0119MS0043,617662,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº43,18 Y 123,S/N,Berazategui,11,4356-3131,1884,EES43BGUI@GMAIL.COM,,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,194.0,-34.779406,-58.2319,26.0
0119MS0044,619004,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº44,CALLE 133 ESQ. 4,,Berazategui,11,4226-9073,1884,PARAELPROFERNC@YAHOO.COM.AR,,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,88.0,-34.760842,-58.23243,12.0
0119MS0045,618399,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº45,CALLE 137 E/ 5 Y 6,560,Berazategui,11,4226-4944,,LUJAN_FARI@YAHOO.COM.AR,,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,127.0,-34.759638,-58.226952,17.0
0119MS0046,618394,0,SEDE,4,CONURBANO,ESUELA DE EDUCACIÓN SECUNDARIA Nº46,616 Y 514,,Berazategui,2229,49-8081,,BEGUIBS_40@YAHOO.COM.AR,,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,441.0,-34.879995,-58.179407,59.0
0119MS0047,618391,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº47,1 E 105 y 106,,Berazategui,11,4275-8359,1884,ESB33BEGUI@YAHOO.COM.AR,,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,246.0,-34.772388,-58.262323,33.0
0119MS0048,619011,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA N°48,116 ESQ. 4,,Berazategui,11,4216-1317,1884,BS35BERAZATEGUI@GMAIL.COM,,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,257.0,-34.769558,-58.249699,34.0
0119MS0049,619013,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA N° 49,10 ESQUINA 112,1171,Berazategui,11,4261-4834,1884,ESB28BEGUI@HOTMAIL.COM,,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,221.0,-34.77693,-58.248654,30.0
0119MS0050,619006,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA N° 50,253 E / 202 Y 203.,S/N,Berazategui,11,4275-2655,1886,ESCUELASECUNDARIASB52@HOTMAIL.COM,20 DE JUNIO,CARLOS TOMAS SOURIGUES,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,119.0,-34.800668,-58.232502,16.0
0119MS0051,617657,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA Nº51,148 E/ 16 Y 17,S/N,Berazategui,11,4226-9741,1884,ESB6BEGUI@GMAIL.COM,,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,250.0,-34.764046,-58.207326,33.0
0119MS0052,617664,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA N° 52,158 ESQ. 43,S/N,Berazategui,11,4215-4930,1885,SECUNDARIABASICADOCE@HOTMAIL.COM,,PLATANOS,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,261.0,-34.783065,-58.175326,35.0
0119MS0053,618802,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA N°53,144 E/ 29 Y 30,S/N,Berazategui,11,4258-4294,1884,ESB43119@YAHOO.COM.AR,BARRIO LUCHETTI,VILLA ESPAÑA,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,159.0,-34.777223,-58.201702,21.0
0119MS0054,619858,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA N°54,126 Y 30,3011,Berazategui,11,4223-2436,1884,MARIAESTER2006@HOTMAIL.COM,BARRIO GENERAL MITRE,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,154.0,-34.789491,-58.221888,21.0
0119MS0055,618392,0,SEDE,4,CONURBANO,ESCUELA DE EDUCACIÓN SECUNDARIA N°55,144 E/ 11 Y 12,1135,Berazategui,11,4256-6047,,,,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,151.0,-34.761611,-58.215905,20.0
0119MS2410,619005,1,EXTENSION,4,CONURBANO,EXTENSION I DE ESCUELA DE EDUCACION SECUNDARIA Nº41,calle 17,3247,Berazategui,11,4226-1431,1884,,,BERAZATEGUI,Berazategui,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,131.0,-34.772903,-58.223158,18.0
0120MS0001,611938,0,SEDE,16,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,INGLATERRA E/ CORRIENTES Y 25 DE MAYO,35,Salliqueló,2394,48-1735,6339,EESN1@YAHOO.COM.AR,,SALLIQUELO,Salliqueló,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,320.0,-36.754253,-62.964729,43.0
0120MS0001,611938,0,SEDE,16,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,INGLATERRA E/ CORRIENTES Y 25 DE MAYO,35,Salliqueló,2394,48-1735,6339,EESN1@YAHOO.COM.AR,,SALLIQUELO,Salliqueló,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,73.0,-36.754253,-62.964729,10.0
0120MS0002,619860,0,SEDE,16,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,E. BROWN E/ ALEM Y PINCEN,S/N,Salliqueló,2394,48-1649,6339,ESCUELA4SALIQUELLO@GMAIL.COM,,SALLIQUELO,Salliqueló,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,200.0,-36.743388,-62.960625,27.0
0120MS0003,622504,0,SEDE,16,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,AV. SAN MARTIN Y MORENO,S/N,Salliqueló,2394,49-1193,6335,EET041@YAHOO.COM.AR,,QUENUMA,Salliqueló,ESCUELA SECUNDARIA,Rural Agrupado,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,66.0,-36.57115,-63.086084,9.0
0120MS0003,622504,0,SEDE,16,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,AV. SAN MARTIN Y MORENO,S/N,Salliqueló,2394,49-1193,6335,EET041@YAHOO.COM.AR,,QUENUMA,Salliqueló,ESCUELA SECUNDARIA,Rural Agrupado,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,4.0,-36.57115,-63.086084,1.0
0121MS0001,611780,0,SEDE,12,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""DR. MATEO V.JELICICH""",GUIDO LUCOTTI,757,Capitán Sarmiento,2478,48-1768,2752,ESCMEDIA1@HOTMAIL.COM,,CAPITAN SARMIENTO,Capitán Sarmiento,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,562.0,-34.172017,-59.785282,75.0
0121MS0001,611780,0,SEDE,12,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""DR. MATEO V.JELICICH""",GUIDO LUCOTTI,757,Capitán Sarmiento,2478,48-1768,2752,ESCMEDIA1@HOTMAIL.COM,,CAPITAN SARMIENTO,Capitán Sarmiento,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,164.0,-34.172017,-59.785282,22.0
0121MS0002,602181,0,SEDE,12,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""DOMINGO F. SARMIENTO""",AVDA. PTE.PERON,604,Capitán Sarmiento,2478,48-1927,2752,0121MS0002@GMAIL.COM,,CAPITAN SARMIENTO,Capitán Sarmiento,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,430.0,-34.177631,-59.790271,58.0
0121MS0003,618807,0,SEDE,12,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,COLON,375,Capitán Sarmiento,2478,48-1648,2752,0121MS0003@GMAIL.COM,,CAPITAN SARMIENTO,Capitán Sarmiento,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,98.0,-34.177886,-59.78961,13.0
0121MS0004,622386,0,SEDE,12,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,SARMIENTO,S/N,Capitán Sarmiento,2478,47-1548,,EES4LALUISA@YAHOO.COM.AR,,LA LUISA,Capitán Sarmiento,ESCUELA SECUNDARIA,Rural Agrupado,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,53.0,-34.133734,-59.934706,7.0
0123MS0001,607773,0,SEDE,18,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""GRAL. JOSE DE SAN MARTIN""",BCO. ENCALADA E H. YRIGOYEN,100,La Costa,2257,42-0601,7109,EES1LACOSTA@GMAIL.COM,,MAR DE AJO,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,481.0,-36.729185,-56.674858,64.0
0123MS0002,617271,0,SEDE,18,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""JORGE NEWBERY",7,1150,La Costa,2246,42-3535,7107,EES2LACOSTA@GMAIL.COM,,SANTA TERESITA,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,598.0,-36.5412,-56.698575,80.0
0123MS0002,617271,0,SEDE,18,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""JORGE NEWBERY",7,1150,La Costa,2246,42-3535,7107,EES2LACOSTA@GMAIL.COM,,SANTA TERESITA,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,219.0,-36.5412,-56.698575,29.0
0123MS0003,608262,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,12 y AVDA.NAVAL,S/N,La Costa,2252,42-2013,7105,EES3LACOSTA@GMAIL.COM,,SAN CLEMENTE DEL TUYU,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,389.0,-36.364606,-56.72619,52.0
0123MS0003,608262,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,12 y AVDA.NAVAL,S/N,La Costa,2252,42-2013,7105,EES3LACOSTA@GMAIL.COM,,SAN CLEMENTE DEL TUYU,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,213.0,-36.364606,-56.72619,29.0
0123MS0003,608262,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,12 y AVDA.NAVAL,S/N,La Costa,2252,42-2013,7105,EES3LACOSTA@GMAIL.COM,,SAN CLEMENTE DEL TUYU,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Plan Fines (Trayectos y Deudores),14.0,-36.364606,-56.72619,2.0
0123MS0004,607746,0,SEDE,18,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""FRANCISCO P. MORENO""",3 ENTRE 20 Y 21,2740,La Costa,2257,46-1666,7109,EES4LACOSTA@GMAIL.COM,,SAN BERNARDO,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,614.0,-36.688449,-56.696362,82.0
0123MS0004,607746,0,SEDE,18,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""FRANCISCO P. MORENO""",3 ENTRE 20 Y 21,2740,La Costa,2257,46-1666,7109,EES4LACOSTA@GMAIL.COM,,SAN BERNARDO,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,224.0,-36.688449,-56.696362,30.0
0123MS0007,616761,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,34 E/7 Y 9,451,La Costa,2246,43-1585,7106,EES7LACOSTA@GMAIL.COM,,LAS TONINAS,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,439.0,-36.493485,-56.696501,59.0
0123MS0007,616761,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,34 E/7 Y 9,451,La Costa,2246,43-1585,7106,EES7LACOSTA@GMAIL.COM,,LAS TONINAS,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,71.0,-36.493485,-56.696501,10.0
0123MS0008,617672,0,SEDE,18,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº8 ""HEROES DE MALVINAS""",SANTA FE,540,La Costa,2257,42-3463,7109,EES8LACOSTA@GMAIL.COM,,MAR DE AJO,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,208.0,-36.705347,-56.681427,28.0
0123MS0009,617232,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,EL ANCLA,781,La Costa,2257,42-3499,7109,ESB9LACOSTA@GMAIL.COM,VILLA CLELIA,MAR DE AJO,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,376.0,-36.732891,-56.692323,50.0
0123MS0010,617673,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,QUINTEROS,431,La Costa,2257,42-9798,7109,ESB10LACOSTA@GMAIL.COM,,MAR DE AJO,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,449.0,-36.72772,-56.678598,60.0
0123MS0011,619862,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº11,LIBRES DEL SUR,1100,La Costa,2257,42-3414,7109,EES11LACOSTA@GMAIL.COM,EL SILVIO,MAR DE AJO,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,134.0,-36.727768,-56.679193,18.0
0123MS0012,618066,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº12,124 E/ 104 Y 105,345,La Costa,2246,42-1172,7107,EES12LACOSTA@GMAIL.COM,,SANTA TERESITA,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,594.0,-36.530967,-56.71274,80.0
0123MS0013,611880,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,76 Y 5,490,La Costa,2246,43-5519,7108,EES13LACOSTA@GMAIL.COM,,MAR DEL TUYU,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,724.0,-36.578182,-56.695012,97.0
0123MS0013,611880,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,76 Y 5,490,La Costa,2246,43-5519,7108,EES13LACOSTA@GMAIL.COM,,MAR DEL TUYU,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,94.0,-36.578182,-56.695012,13.0
0123MS0014,622866,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,SANTIAGO DEL ESTERO Y ENTRE RIOS,4983,La Costa,2257,46-0850,7113,EES14LACOSTA@GMAIL.COM,,LA LUCILA DEL MAR,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,131.0,-36.660485,-56.685986,18.0
0123MS2140,622866,1,EXTENSION,18,INTERIOR,EXTENSION I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,DESTRUCTOR SAN JUAN,570,La Costa,2257,49-0549,,EES14LACOSTA@GMAIL.COM,AGUAS VERDES,PUNTA RASA,La Costa,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,7.0,-36.634649,-56.693307,1.0
0124MS0001,611972,0,SEDE,18,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""CORBETA URUGUAY""",LIBERTADOR E/ TUYU Y JONAS,1833,Pinamar,2254,48-1633,7167,CORBETAPINAMAR@GMAIL.COM,,PINAMAR,Pinamar,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,1117.0,-37.112793,-56.868867,150.0
0124MS0001,611972,0,SEDE,18,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""CORBETA URUGUAY""",LIBERTADOR E/ TUYU Y JONAS,1833,Pinamar,2254,48-1633,7167,CORBETAPINAMAR@GMAIL.COM,,PINAMAR,Pinamar,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,130.0,-37.112793,-56.868867,17.0
0124MS0002,618968,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,MONSEÑOR Y GAONA,2454,Pinamar,2254,49-8859,7167,SECUNDARIA2OSTENDE@YAHOO.COM.AR,,OSTENDE,Pinamar,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,413.0,-37.126439,-56.902563,55.0
0124MS0003,618969,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,DEL CANGREJO,1126,Pinamar,2254,48-5506,7167,ESB3PINAMAR@GMAIL.COM,,PINAMAR,Pinamar,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,415.0,-37.107944,-56.866309,56.0
0124MS0004,618810,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,CONSTITUCION Y JONAS,950,Pinamar,2254,40-8884,7167,SECUNDARIA4PINAMAR@GMAIL.COM,,PINAMAR,Pinamar,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,432.0,-37.110913,-56.865959,58.0
0125MS0001,609670,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,PASEO 133 Y AV 8,,Villa Gesell,2255,46-5827,7165,EXMEDIAVILLAGESELL@GMAIL.COM,,VILLA GESELL,Villa Gesell,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,765.0,-37.279009,-56.994435,102.0
0125MS0001,609670,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,PASEO 133 Y AV 8,,Villa Gesell,2255,46-5827,7165,EXMEDIAVILLAGESELL@GMAIL.COM,,VILLA GESELL,Villa Gesell,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,227.0,-37.279009,-56.994435,30.0
0125MS0002,618813,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,AVDA. 4 Y PASEO 119,1905,Villa Gesell,2255,47-2370,7165,SECUNDARIA2GESELLL@GMAIL.COM,,VILLA GESELL,Villa Gesell,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,386.0,-37.27024,-56.981484,52.0
0125MS0003,622752,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,SAN CLEMENTE E/ 32 Y 33,,Villa Gesell,2255,47-9540,,VILLAGESELL.EES3.DIR@GMAIL.COM.AR,LAS GAVIOTAS,VILLA GESELL,Villa Gesell,ESCUELA SECUNDARIA,Rural Agrupado,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,145.0,-37.333172,-57.040868,19.0
0125MS0004,622753,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,PASEO 119 Y AVENIDA 30,,Villa Gesell,2255,47-4161,7165,ESCUELA.EDUCACION.SECUNDARIA4@GMAIL.COM,MONTE RINCON,VILLA GESELL,Villa Gesell,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,256.0,-37.261623,-56.995684,34.0
0125MS0005,618811,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,AVDA. 4 E/104 Y 105,446,Villa Gesell,2255,46-2404,7165,SECUNDARIABASICA1GESELL@GMAIL.COM,,VILLA GESELL,Villa Gesell,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,415.0,-37.255205,-56.969868,56.0
0125MS0006,618814,0,SEDE,18,INTERIOR,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,AV. 22 E/ 105 CORTADA Y PASEO 105 BIS,505,Villa Gesell,2255,47-2161,7165,VLLAGESELL.EES6.ESCUELA@GMAIL.COM.AR,LA CARMENCITA,VILLA GESELL,Villa Gesell,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,445.0,-37.249211,-56.985848,60.0
0126MS0001,606402,0,SEDE,22,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""ING. ESTEBAN DUFAUR""",Nélida Fossatty,264,Monte Hermoso,2921,48-1284,8153,ESB301@MHERMOSOS.COM.AR,,MONTE HERMOSO,Monte Hermoso,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,321.0,-38.986118,-61.290535,43.0
0126MS0001,606402,0,SEDE,22,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""ING. ESTEBAN DUFAUR""",Nélida Fossatty,264,Monte Hermoso,2921,48-1284,8153,ESB301@MHERMOSOS.COM.AR,,MONTE HERMOSO,Monte Hermoso,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Modalidad de Jóvenes y Adultos,Nivel Medio,81.0,-38.986118,-61.290535,11.0
0126MS0002,619863,0,SEDE,22,INTERIOR,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""ERNESTO 'CHE' GUEVARA""",PUERTO MADRYN,1297,Monte Hermoso,2921,48-3178,8153,ESB302@MHERMOSO.COM.AR,,MONTE HERMOSO,Monte Hermoso,ESCUELA SECUNDARIA,Urbano,Estatal,Oficial,Oficial,Educación Común,Nivel Secundario,141.0,-38.979504,-61.293059,19.0
