Universidad,Facultad,Título,Tipo de Título,Duración,Condiciones de Ingreso,Domicilio,Teléfono,Web,Mail,Disciplina
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA RIO TURBIO,Profesor en Economía y Gestión de las Organizaciones,Grado,8 Cuatrimestres,Ingreso Directo,AV. DE LOS MINEROS 1260 - El Turbio - Santa Cruz ,(002902) 421377,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA RIO TURBIO,Técnico Universitario en Gestión y Administración de Universidades - MD,Técnico Instrumental,3 Años,Ingreso Directo,AV. DE LOS MINEROS 1260 - El Turbio - Santa Cruz ,(002902) 421377,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Comodoro Rivadavia,Contador Público,Grado,5 Años,Ingreso Directo,Ruta Provincial Nº 1 - km 4 sn - Comodoro Rivadavia - Chubut ,(00297) 4550212,www.unp.edu.ar ,despfce@unpata.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Comodoro Rivadavia,Licenciado en Administración,Grado,5 Años,Ingreso Directo,Ruta Provincial Nº 1 - km 4 sn - Comodoro Rivadavia - Chubut ,(00297) 4550212,www.unp.edu.ar ,despfce@unpata.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Comodoro Rivadavia,Técnico Universitario Contable,Otros Pregrados,3 Años,Ingreso Directo,Ruta Provincial Nº 1 - km 4 sn - Comodoro Rivadavia - Chubut ,(00297) 4550212,www.unp.edu.ar ,despfce@unpata.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Comodoro Rivadavia,Técnico Universitario en Administración Ambiental,Otros Pregrados,3 Años,Ingreso Directo,Ruta Provincial Nº 1 - km 4 sn - Comodoro Rivadavia - Chubut ,(00297) 4550212,www.unp.edu.ar ,despfce@unpata.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Comodoro Rivadavia,Técnico Universitario en Administración Bancaria,Otros Pregrados,3 Años,Ingreso Directo,Ruta Provincial Nº 1 - km 4 sn - Comodoro Rivadavia - Chubut ,(00297) 4550212,www.unp.edu.ar ,despfce@unpata.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Comodoro Rivadavia,Técnico Universitario en Administración de Cooperativas,Otros Pregrados,3 Años,Ingreso Directo,Ruta Provincial Nº 1 - km 4 sn - Comodoro Rivadavia - Chubut ,(00297) 4550212,www.unp.edu.ar ,despfce@unpata.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Comodoro Rivadavia,Técnico Universitario en Administración Pública,Otros Pregrados,3 Años,Ingreso Directo,Ruta Provincial Nº 1 - km 4 sn - Comodoro Rivadavia - Chubut ,(00297) 4550212,www.unp.edu.ar ,despfce@unpata.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Esquel,Contador Público,Grado,5 Años,Ingreso Directo,Ruta Nacional 259 - km 4 sn - Esquel - Chubut ,(002945) 450792,www.unp.edu.ar ,fac-econ@unpata.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Esquel,Licenciado en Administración de Empresas Turísticas,Grado,5 Años,Ingreso Directo,Ruta Nacional 259 - km 4 sn - Esquel - Chubut ,(002945) 450792,www.unp.edu.ar ,fac-econ@unpata.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Esquel,Técnico Universitario Contable,Otros Pregrados,3 Años,Ingreso Directo,Ruta Nacional 259 - km 4 sn - Esquel - Chubut ,(002945) 450792,www.unp.edu.ar ,fac-econ@unpata.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Trelew,Contador Público,Grado,5 Años,Ingreso Directo,San Martín esquina Pellegrini 407 - Trelew - Chubut ,(002980) 4428401,www.unp.edu.ar ,decano@economicasunp.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Trelew,Licenciado en Administración,Grado,5 Años,Ingreso Directo,San Martín esquina Pellegrini 407 - Trelew - Chubut ,(002980) 4428401,www.unp.edu.ar ,decano@economicasunp.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Trelew,Licenciado en Economía,Grado,5 Años,Ingreso Directo,San Martín esquina Pellegrini 407 - Trelew - Chubut ,(002980) 4428401,www.unp.edu.ar ,decano@economicasunp.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Trelew,Técnico Universitario Contable,Otros Pregrados,3 Años,Ingreso Directo,San Martín esquina Pellegrini 407 - Trelew - Chubut ,(002980) 4428401,www.unp.edu.ar ,decano@economicasunp.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Trelew,Técnico Universitario en Administración Ambiental,Otros Pregrados,3 Años,Ingreso Directo,San Martín esquina Pellegrini 407 - Trelew - Chubut ,(002980) 4428401,www.unp.edu.ar ,decano@economicasunp.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Trelew,Técnico Universitario en Administración Bancaria,Otros Pregrados,3 Años,Ingreso Directo,San Martín esquina Pellegrini 407 - Trelew - Chubut ,(002980) 4428401,www.unp.edu.ar ,decano@economicasunp.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Trelew,Técnico Universitario en Administración de Cooperativas,Otros Pregrados,3 Años,Ingreso Directo,San Martín esquina Pellegrini 407 - Trelew - Chubut ,(002980) 4428401,www.unp.edu.ar ,decano@economicasunp.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Económicas - Sede Trelew,Técnico Universitario en Administración Pública,Otros Pregrados,3 Años,Ingreso Directo,San Martín esquina Pellegrini 407 - Trelew - Chubut ,(002980) 4428401,www.unp.edu.ar ,decano@economicasunp.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Jurídicas - Sede Comodoro Rivadavia,Técnico Universitario en Martillero Público y Corredor,Otros Pregrados,5 Cuatrimestres,Consulte con la Institución,Ciudad Universitaria km4 - Comodoro Rivadavia - Chubut ,(00297) 4559557,www.fcj.unp.edu.ar ,fcj-decano@unp.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Jurídicas - Sede Esquel,Técnico Universitario en Martillero Público y Corredor,Otros Pregrados,5 Cuatrimestres,Consulte con la Institución,"Ruta Nac 259 km 16,41 - Esquel - Chubut ",(002945) 453393,www.fcj.unp.edu.ar ,fcjesquel@gmail.com,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Ciencias Jurídicas - Sede Trelew,Técnico Universitario en Martillero Público y Corredor,Otros Pregrados,5 Cuatrimestres,Consulte con la Institución,9 de Julio esq Belgrano sn - Trelew - Chubut ,(00280) 4421080,www.fcj.unp.edu.ar ,derecho.trelew@tw.unp.edu.ar,Economía y Administración
Universidad Nacional de la Patagonia San Juan Bosco,Facultad Humanidades y Ciencias Sociales - Sede Puerto Madryn,Técnico Universitario en Gestión Ambiental,Otros Pregrados,3 Años,Consulte con la Institución,Boul.Almirante Brown 3051 - Puerto Madryn - Chubut ,(00280) 4472885,www.unp.edu.ar ,turismo.unp.madryn@gmail.com,Economía y Administración
Universidad Nacional de La Plata,Facultad de Ciencias Económicas,Contador Público,Grado,5 Años,Ingreso Directo,6 Nro 777 - La Plata - Buenos Aires ,(00221) 4236771,www.econo.unlp.edu.ar ,cmanuel@econo.unlp.edu.ar,Economía y Administración
Universidad Nacional de La Plata,Facultad de Ciencias Económicas,Licenciado en Administración,Grado,5 Años,Ingreso Directo,6 Nro 777 - La Plata - Buenos Aires ,(00221) 4236771,www.econo.unlp.edu.ar ,cmanuel@econo.unlp.edu.ar,Economía y Administración
Universidad Nacional de La Plata,Facultad de Ciencias Económicas,Licenciado en Economía,Grado,5 Años,Ingreso Directo,6 Nro 777 - La Plata - Buenos Aires ,(00221) 4236771,www.econo.unlp.edu.ar ,cmanuel@econo.unlp.edu.ar,Economía y Administración
Universidad Nacional de La Plata,Facultad de Ciencias Económicas,Técnico en Cooperativas,Técnico Instrumental,4 Años,Ingreso Directo,6 Nro 777 - La Plata - Buenos Aires ,(00221) 4236771,www.econo.unlp.edu.ar ,cmanuel@econo.unlp.edu.ar,Economía y Administración
Universidad Nacional de La Plata,Facultad de Ciencias Jurídicas y Sociales,Licenciado en Gestión de Recursos para Instituciones Universitarias - Ciclo de Licenciatura,Ciclo de Licenciatura,2 Años,Consulte con la Institución,48 e/ 6 y 7 - - La Plata - Buenos Aires ,(00221) 4236701,www.jursoc.unlp.edu.ar ,info@jursoc.unlp.edu.ar,Economía y Administración
Universidad Nacional de La Plata,Facultad de Ciencias Jurídicas y Sociales,Técnico Superior en Gestión de Recursos para Instituciones Universitarias,Técnico Instrumental,3 Años,Asistencia a Curso de Ingreso o Nivelación,48 e/ 6 y 7 - - La Plata - Buenos Aires ,(00221) 4236701,www.jursoc.unlp.edu.ar ,info@jursoc.unlp.edu.ar,Economía y Administración
Universidad Nacional de La Plata,Facultad de Ciencias Jurídicas y Sociales,Técnico Superior Universitario de Martillero Público y Corredor,Técnico Instrumental,3 Años,Asistencia a Curso de Ingreso o Nivelación,48 e/ 6 y 7 - - La Plata - Buenos Aires ,(00221) 4236701,www.jursoc.unlp.edu.ar ,info@jursoc.unlp.edu.ar,Economía y Administración
Universidad Nacional de La Plata,Facultad de Ciencias Veterinarias,Técnico en Administración y Gestión de Haras de Caballos Sangre Pura de Carrera,Técnico Instrumental,3 Años,Consulte con la Institución,60 y 118 - - La Plata - Buenos Aires ,(00221) 4236663,www.fcv.unlp.edu.ar ,info@fcv.unlp.edu.ar,Economía y Administración
Universidad Nacional de La Rioja,Delegación Académica Ulapes,Técnico Universitario en Gestión y Administración Rural,Técnico Instrumental,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle Chile S/N° - Corral De Isaac - La Rioja ,(003822) 457000,www.unlar.edu.ar ,academic@unlar.edu.ar,Economía y Administración
Universidad Nacional de La Rioja,Extensión Catuna,Licenciado en Gestión Organizacional y Recursos Humanos,Grado,4 Años,Consulte con la Institución,Castro Barros S/N s/n - Desiderio Tello - La Rioja ,(003826) 496192,www.unlar.edu.ar ,sede-catuna@unlar.edu.ar,Economía y Administración
Universidad Nacional de La Rioja,Sede Chamical,Contador Público,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Castro Barros S/Nº - Chamical - La Rioja ,(003826) 422012,www.unlar.edu.ar ,academic@unlar.edu.ar,Economía y Administración
Universidad Nacional de La Rioja,Sede Chamical,Técnico Universitario en Gestión y Administración Rural,Técnico Instrumental,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Castro Barros S/Nº - Chamical - La Rioja ,(003826) 422012,www.unlar.edu.ar ,academic@unlar.edu.ar,Economía y Administración
Universidad Nacional de La Rioja,Sede La Rioja,Contador Público,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Luis M. de la Fuente s/n - La Rioja - La Rioja ,(003822) 457000,www.unlar.edu.ar ,academic@unlar.edu.ar,Economía y Administración
Universidad Nacional de La Rioja,Sede La Rioja,Licenciado en Administración,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Luis M. de la Fuente s/n - La Rioja - La Rioja ,(003822) 457000,www.unlar.edu.ar ,academic@unlar.edu.ar,Economía y Administración
Universidad Nacional de La Rioja,Sede La Rioja,Licenciado en Economía,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Luis M. de la Fuente s/n - La Rioja - La Rioja ,(003822) 457000,www.unlar.edu.ar ,academic@unlar.edu.ar,Economía y Administración
Universidad Nacional de La Rioja,Sede La Rioja,Licenciado en Gestión Organizacional y Recursos Humanos,Grado,4 Años,Consulte con la Institución,Av. Luis M. de la Fuente s/n - La Rioja - La Rioja ,(003822) 457000,www.unlar.edu.ar ,academic@unlar.edu.ar,Economía y Administración
Universidad Nacional de La Rioja,Sede La Rioja,Técnico Universitario de Subastador y Martillero Público,Técnico Instrumental,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Luis M. de la Fuente s/n - La Rioja - La Rioja ,(003822) 457000,www.unlar.edu.ar ,academic@unlar.edu.ar,Economía y Administración
Universidad Nacional de La Rioja,Sede La Rioja,Técnico Universitario de Tasador y Corredor Inmobiliario,Técnico Instrumental,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Luis M. de la Fuente s/n - La Rioja - La Rioja ,(003822) 457000,www.unlar.edu.ar ,academic@unlar.edu.ar,Economía y Administración
Universidad Nacional de La Rioja,Sede La Rioja,Técnico Universitario en Gestión y Administración Contable,Técnico Instrumental,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Luis M. de la Fuente s/n - La Rioja - La Rioja ,(003822) 457000,www.unlar.edu.ar ,academic@unlar.edu.ar,Economía y Administración
Universidad Nacional de La Rioja,Sede Universitaria Aimogasta,Licenciado en Administración,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Ruta Nacional Nº 60 sn - Aimogasta - La Rioja ,(003827) 420790,www.unlar.edu.ar ,sede-aimogasta@unlar.edu.ar,Economía y Administración
Universidad Nacional de La Rioja,Sede Universitaria Aimogasta,Técnico en Gestión de Pequeñas y Medianas Empresas,Técnico Instrumental,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Ruta Nacional Nº 60 sn - Aimogasta - La Rioja ,(003827) 420790,www.unlar.edu.ar ,sede-aimogasta@unlar.edu.ar,Economía y Administración
Universidad Nacional de La Rioja,Sede Universitaria Aimogasta,Técnico Universitario en Gestión y Administración Contable,Técnico Instrumental,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Ruta Nacional Nº 60 sn - Aimogasta - La Rioja ,(003827) 420790,www.unlar.edu.ar ,sede-aimogasta@unlar.edu.ar,Economía y Administración
Universidad Nacional del Centro de la Provincia de Buenos Aires,Facultad de Agronomía,Licenciado en Administración Agraria,Grado,4.5 Años,Ingreso Directo,República de Italia 780 - Azul - Buenos Aires ,(002281) 433291,http://www.faa.unicen.edu.ar ,frf@faa.unicen.edu.ar,Economía y Administración
Universidad Nacional del Centro de la Provincia de Buenos Aires,Facultad de Ciencias Económicas,Contador Público,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Arroyo Seco SN - Tandil - Buenos Aires ,(002494) 439550,http://www.econ.unicen.edu.ar ,bueno@econ.unicen.edu.ar,Economía y Administración
Universidad Nacional del Centro de la Provincia de Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Administración,Grado,4.5 Años,Asistencia a Curso de Ingreso o Nivelación,Arroyo Seco SN - Tandil - Buenos Aires ,(002494) 439550,http://www.econ.unicen.edu.ar ,bueno@econ.unicen.edu.ar,Economía y Administración
Universidad Nacional del Centro de la Provincia de Buenos Aires,Facultad de Ciencias Económicas,Licenciado en Economía Empresarial,Grado,4.5 Años,Consulte con la Institución,Arroyo Seco SN - Tandil - Buenos Aires ,(002494) 439550,http://www.econ.unicen.edu.ar ,bueno@econ.unicen.edu.ar,Economía y Administración
Universidad Nacional del Chaco Austral,Departamento de Ciencias Basicas y Aplicadas,Técnico Universitario en Gestión Ambiental - MD,Otros Pregrados,3 Años,Consulte con la Institución,Cmdte Fernandez 755 - Presidencia Roque Saenz Peña - Chaco ,(00364) 4420137,www.uncaus.edu.ar ,academica@uncaus.edu.ar,Economía y Administración
Universidad Nacional del Chaco Austral,Departamento de Ciencias Sociales y Humanisticas,Contador Público,Grado,5 Años,Consulte con la Institución,Cmdte Fernandez 755 - Presidencia Roque Saenz Peña - Chaco ,(00364) 4420137,www.uncaus.edu.ar ,academica@uncaus.edu.ar,Economía y Administración
Universidad Nacional del Chaco Austral,Departamento de Ciencias Sociales y Humanisticas,Contador Público - MD,Grado,5 Años,Consulte con la Institución,Cmdte Fernandez 755 - Presidencia Roque Saenz Peña - Chaco ,(00364) 4420137,www.uncaus.edu.ar ,academica@uncaus.edu.ar,Economía y Administración
Universidad Nacional del Chaco Austral,Departamento de Ciencias Sociales y Humanisticas,Licenciado en Administración,Grado,5 Años,Consulte con la Institución,Cmdte Fernandez 755 - Presidencia Roque Saenz Peña - Chaco ,(00364) 4420137,www.uncaus.edu.ar ,academica@uncaus.edu.ar,Economía y Administración
Universidad Nacional del Chaco Austral,Departamento de Ciencias Sociales y Humanisticas,Licenciado en Administración - MD,Grado,5 Años,Consulte con la Institución,Cmdte Fernandez 755 - Presidencia Roque Saenz Peña - Chaco ,(00364) 4420137,www.uncaus.edu.ar ,academica@uncaus.edu.ar,Economía y Administración
Universidad Nacional del Chaco Austral,Departamento de Ciencias Sociales y Humanisticas,Técnico Universitario en Administración,Título Intermedio,3 Años,Consulte con la Institución,Cmdte Fernandez 755 - Presidencia Roque Saenz Peña - Chaco ,(00364) 4420137,www.uncaus.edu.ar ,academica@uncaus.edu.ar,Economía y Administración
Universidad Nacional del Chaco Austral,Departamento de Ciencias Sociales y Humanisticas,Técnico Universitario en Administración - Contador Público,Título Intermedio,3 Años,Consulte con la Institución,Cmdte Fernandez 755 - Presidencia Roque Saenz Peña - Chaco ,(00364) 4420137,www.uncaus.edu.ar ,academica@uncaus.edu.ar,Economía y Administración
Universidad Nacional del Chaco Austral,Departamento de Ciencias Sociales y Humanisticas,Técnico Universitario en Administración - MD,Título Intermedio,3 Años,Consulte con la Institución,Cmdte Fernandez 755 - Presidencia Roque Saenz Peña - Chaco ,(00364) 4420137,www.uncaus.edu.ar ,academica@uncaus.edu.ar,Economía y Administración
Universidad Nacional del Chaco Austral,Departamento de Ciencias Sociales y Humanisticas,Técnico Universitario en Administración - Modalidad a distancia,Título Intermedio,3 Años,Consulte con la Institución,Cmdte Fernandez 755 - Presidencia Roque Saenz Peña - Chaco ,(00364) 4420137,www.uncaus.edu.ar ,academica@uncaus.edu.ar,Economía y Administración
Universidad Nacional del Chaco Austral,Rectorado,Contador Público,Grado,5 Años,Ingreso Directo,Comandante. Fernández 755 - Presidencia Roque Saenz Peña - Chaco ,(003732) 420137,http://www.uncaus.edu.ar/ ,extensión@uncaus.edu.ar,Economía y Administración
Universidad Nacional del Chaco Austral,Rectorado,Licenciado en Administración,Grado,5 Años,Ingreso Directo,Comandante. Fernández 755 - Presidencia Roque Saenz Peña - Chaco ,(003732) 420137,http://www.uncaus.edu.ar/ ,extensión@uncaus.edu.ar,Economía y Administración
Universidad Nacional del Comahue,Centro Universitario Regional Zona Atlántica,Diplomado en Administración General,Título Intermedio,2 Años,Ingreso Directo,Monseñor Esandi y Ayacucho sn - Viedma - Río Negro ,(002920) 422921,http://curza.net ,webinfo@uncoma.edu.ar,Economía y Administración
Universidad Nacional del Comahue,Centro Universitario Regional Zona Atlántica,Licenciado en Administración Pública,Grado,4 Años,Ingreso Directo,Monseñor Esandi y Ayacucho sn - Viedma - Río Negro ,(002920) 422921,http://curza.net ,webinfo@uncoma.edu.ar,Economía y Administración
Universidad Nacional del Comahue,Facultad de Ciencias y Tecnología de los Alimentos,Licenciado en Gerenciamiento Gastronómico,Grado,5 Años,Ingreso Directo,25 de Mayo y Reconquista SN - Puerto Blest - Río Negro ,(00298) 4462593,http://factaweb.uncoma.edu.ar ,academica@auvr.edu.ar,Economía y Administración
Universidad Nacional del Comahue,Facultad de Economía y Administración,Contador Público Nacional,Grado,5 Años,Ingreso Directo,Buenos Aires 1400 - Neuquen - Neuquén ,(00299) 4490312,http://faeaweb.uncoma.edu.ar ,sec.academicafaea@gmail.com,Economía y Administración
Universidad Nacional del Comahue,Facultad de Economía y Administración,Licenciado en Administración,Grado,4 Años,Ingreso Directo,Buenos Aires 1400 - Neuquen - Neuquén ,(00299) 4490312,http://faeaweb.uncoma.edu.ar ,sec.academicafaea@gmail.com,Economía y Administración
Universidad Nacional del Comahue,Facultad de Economía y Administración,Profesor en Ciencias Económicas,Grado,4 Años,Ingreso Directo,Buenos Aires 1400 - Neuquen - Neuquén ,(00299) 4490312,http://faeaweb.uncoma.edu.ar ,sec.academicafaea@gmail.com,Economía y Administración
Universidad Nacional del Litoral,Facultad de Bioquímica y Ciencias Biológicas,Licenciado en Administración de Salud,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Ciudad Universitaria s/n - Santa Fe - Santa Fé ,(00342) 4575215,www.fbcb.unl.edu.ar ,bioq@fbcb.unl.edu.ar,Economía y Administración
Universidad Nacional del Litoral,Facultad de Bioquímica y Ciencias Biológicas,Técnico Universitario en Administración de Salud,Título Intermedio,2 Años,Consulte con la Institución,Ciudad Universitaria s/n - Santa Fe - Santa Fé ,(00342) 4575215,www.fbcb.unl.edu.ar ,bioq@fbcb.unl.edu.ar,Economía y Administración
Universidad Nacional del Litoral,Facultad de Bioquímica y Ciencias Biológicas,Técnico Universitario en Administración de Salud - MD,Técnico Instrumental,3 Años,Consulte con la Institución,Ciudad Universitaria s/n - Santa Fe - Santa Fé ,(00342) 4575215,www.fbcb.unl.edu.ar ,bioq@fbcb.unl.edu.ar,Economía y Administración
Universidad Nacional del Litoral,Facultad de Bioquímica y Ciencias Biológicas,Técnico Universitario en Gestión Deportiva,Técnico Instrumental,3 Años,Consulte con la Institución,Ciudad Universitaria s/n - Santa Fe - Santa Fé ,(00342) 4575215,www.fbcb.unl.edu.ar ,bioq@fbcb.unl.edu.ar,Economía y Administración
Universidad Nacional del Litoral,Facultad de Ciencias Agrarias,Técnico en Administración de Empresas Agropecuarias,Técnico Instrumental,2 Años,Consulte con la Institución,RP Luis Kreder 2805 - Esperanza - Santa Fé ,(003496) 420639,www.fca.unl.edu.ar ,facagra@fca.unl.edu.ar,Economía y Administración
Universidad Nacional del Litoral,Facultad de Ciencias Económicas,Contador Público Nacional,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Moreno 2557 - Santa Fe - Santa Fé ,(00342) 4571171,www.fce.unl.edu.ar ,despacho@fce.unl.edu.ar,Economía y Administración
Universidad Nacional del Litoral,Facultad de Ciencias Económicas,Licenciado en Administración,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Moreno 2557 - Santa Fe - Santa Fé ,(00342) 4571171,www.fce.unl.edu.ar ,despacho@fce.unl.edu.ar,Economía y Administración
Universidad Nacional del Litoral,Facultad de Ciencias Económicas,Licenciado en Economía,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Moreno 2557 - Santa Fe - Santa Fé ,(00342) 4571171,www.fce.unl.edu.ar ,despacho@fce.unl.edu.ar,Economía y Administración
Universidad Nacional del Litoral,Facultad de Ciencias Económicas,Técnico en Administración y Gestión Pública - MD,Técnico Instrumental,2 Años,Asistencia a Curso de Ingreso o Nivelación,Moreno 2557 - Santa Fe - Santa Fé ,(00342) 4571171,www.fce.unl.edu.ar ,despacho@fce.unl.edu.ar,Economía y Administración
Universidad Nacional del Litoral,Facultad de Ciencias Económicas,Técnico en Control y Auditoría Gubernamental - MD,Técnico Instrumental,2 Años,Asistencia a Curso de Ingreso o Nivelación,Moreno 2557 - Santa Fe - Santa Fé ,(00342) 4571171,www.fce.unl.edu.ar ,despacho@fce.unl.edu.ar,Economía y Administración
Universidad Nacional del Litoral,Facultad de Ciencias Jurídicas y Sociales,Martillero Público y Corredor de Comercio - MD,Técnico Instrumental,2.5 Años,Asistencia a Curso de Ingreso o Nivelación,Candido Pujato 2751 - Santa Fe - Santa Fé ,(00342) 4571199,www.fcjs.unl.edu.ar ,fcjs@fcjs.unl.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,"Facultad de Artes, Diseño y Ciencias de la Cultura",Licenciado en Gestión y Desarrollo Cultural,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Juan B. Justo 354 - Corrientes - Corrientes ,(003722) 445527,http://www.artes.unne.edu.ar/ ,info@artes.unne.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,Facultad de Ciencias Económicas,CBC - Ciencias Económicas,Ciclo Básico Común,1 Años,Consulte con la Institución,Av. Las Heras 727 - Resistencia - Chaco ,(003722) 426691,http://www.eco.unne.edu.ar/ ,fce-unne@eco.unne.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,Facultad de Ciencias Económicas,Contador Público,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Las Heras 727 - Resistencia - Chaco ,(003722) 426691,http://www.eco.unne.edu.ar/ ,fce-unne@eco.unne.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,Facultad de Ciencias Económicas,Licenciado en Administración,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Las Heras 727 - Resistencia - Chaco ,(003722) 426691,http://www.eco.unne.edu.ar/ ,fce-unne@eco.unne.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,Facultad de Ciencias Económicas,Licenciado en Economía,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Las Heras 727 - Resistencia - Chaco ,(003722) 426691,http://www.eco.unne.edu.ar/ ,fce-unne@eco.unne.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,Facultad de Ciencias Económicas,Técnico en Administración y Gestión de Instituciones Universitarias,Otros Pregrados,3 Años,Ingreso Directo,Av. Las Heras 727 - Resistencia - Chaco ,(003722) 426691,http://www.eco.unne.edu.ar/ ,fce-unne@eco.unne.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,Facultad de Ciencias Económicas - Sede Paso de los Libres,Licenciado en Comercio Exterior,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Madariaga 1300 - Paso De Los Libres - Corrientes ,(003772) 424081,http://eco.unne.edu.ar/carreras/ce/ce.html ,hostmast@unne.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,Facultad de Ciencias Veterinarias - Sede Curuzú Cuatiá,Técnico en Administración de Empresas con orientación Comercial y de Servicios,Técnico Instrumental,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Rivadavia 886 - Curuzu-cuatia - Corrientes ,(003774) 423628,http://vet.unne.edu.ar/Ins_Adm_Emp_Agr/index.htm ,iaea@vet.unne.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,Facultad de Ciencias Veterinarias - Sede Curuzú Cuatiá,Técnico en Administración de Empresas con orientación en Agropecuaria y Agroindustrial,Técnico Instrumental,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Rivadavia 886 - Curuzu-cuatia - Corrientes ,(003774) 423628,http://vet.unne.edu.ar/Ins_Adm_Emp_Agr/index.htm ,iaea@vet.unne.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,Facultad de Derecho y Ciencias Sociales y Políticas,Martillero Público y Corredor de Comercio,Otros Pregrados,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Libertad 5470 - Corrientes - Corrientes ,(003783) 471286,http://dch.unne.edu.ar/ ,Info@dch.unne.edu.ar,Economía y Administración
