long,lat,objectid,cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_estab,nombre_abrev,telefono,email,codpost,pagina_web,nivmod,nivelmodal,depfun,de,comunas,barrio,codigo_postal,codigo_postal_argentino,areaprogra,estado,point_x,point_y,nivel,tipest,tipoesta
-58.3922388179559,-34.5901862570493,1453,200001,20071303,200713,3,1,Ayacucho 1680,Ayacucho 1670,Jardín de Infantes Nucleado C (EPCjs 01/01°),JIN C-03 (01),5195-5806,dei_jinc26_de1@bue.edu.ar,C1112,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,1.0,2.0,RECOLETA,1112,C1112AAD,04 - HOSP FERNANDEZ,1,106519.1811,104333.4398,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.4143556094163,-34.6421464749436,1454,200275,20239400,202394,0,1,Guaraní 272,Guaraní 272,Centro de Formación Profesional N° 19 Cáritas,CFP 19 Cáritas,4912-0184,cfp_diecinueve@yahoo.com.ar,C1437,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,Gerencia Operativa de Formación Laboral,5.0,4.0,NUEVA POMPEYA,1437,C1437EBF,05 - HOSP PENNA,1,104487.4024,98570.5024,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,Centro de Formación Profesional,CFP (Centro de Formación Profesional)
-58.4732230157486,-34.6355357741554,1455,200562,20302808,203028,8,1,Pergamino 211,Pergamino 251,ESEA en Danza Ramicone Curso Vocacional de Folklore N° 12,CV Folk 12,4642-5554 INT 103,vocacionales2012@yahoo.com.ar,C1406,http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,OSECom,Otros Servicios Educativos de la modalidad Común,Dir de Educación Artística,11.0,10.0,FLORESTA,1406,C1406FHE,06 - HOSP PIÑERO,1,99090.1385,99304.8662,Otros Servicios Educativos de la modalidad Común,Escuela Superior de Educación Artística,ESEA (Escuela Superior de Educación Artística)
-58.3950850264092,-34.6592234370494,1456,200288,20184540,201845,40,1,Luna 1913,Luna 1913,"Centro de Alfabetización, Educación Básica y Trabajo N° 11",CAEByT 11,4300-7915,paebyt@gmail.com,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,5.0,4.0,BARRACAS,1437,C1437FFQ,05 - HOSP PENNA,1,106252.9318,96675.067,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos","PAEByT (Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos)"
-58.4061721987605,-34.6548945835324,1457,200278,20230300,202303,0,1,Pepirí 1462,Pepirí 1462 / 1464,Centro de Formación Profesional N° 15 Padre Daniel de la Sierra - Arzobispado de Bs As,CFP 15 ABA,4912-4500,cfp_quince@yahoo.com.ar,C1437,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,Gerencia Operativa de Formación Laboral,5.0,4.0,NUEVA POMPEYA,1437,C1437EJL,05 - HOSP PENNA,1,105236.8954,97155.9115,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,Centro de Formación Profesional,CFP (Centro de Formación Profesional)
-58.4014343630324,-34.612077431082,1458,200294,20155401,201554,1,1,Adolfo Alsina 2499,Adolfo Alsina 2499,Jardín de Infantes Nucleado A (EPCjs 01/06°),JIN A-01 (01),4932-3881,dei_jina3_de6@bue.edu.ar,C1090,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,6.0,3.0,BALVANERA,1090,C1090AAM,08 - HOSP RAMOS MEJIA,1,105674.0983,101905.5304,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.4014343630324,-34.612077431082,1459,200294,20088800,200888,0,1,Adolfo Alsina 2499,Adolfo Alsina 2499,Esc. Primaria Común N° 01 Esteban de Luca,EPjs 01,4951-8758/8079,dep_epc1_de6@bue.edu.ar,C1090,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,6.0,3.0,BALVANERA,1090,C1090AAM,08 - HOSP RAMOS MEJIA,1,105674.0983,101905.5304,Primario Común,Escuela de Jornada Simple,JS (Escuela de Jornada Simple)
-58.4014343630324,-34.612077431082,1460,200294,20037100,200371,0,1,Adolfo Alsina 2499,Adolfo Alsina 2499,Esc. Primaria p/Adultos N° 01 Esteban de Luca,EPA 01,4951-8758,deaa_ep1_de6@bue.edu.ar,C1090,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,6.0,3.0,BALVANERA,1090,C1090AAM,08 - HOSP RAMOS MEJIA,1,105674.0983,101905.5304,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Escuela Primaria para Adultos,EP (Escuela Primaria para Adultos)
-58.4060116074967,-34.6325236692293,1461,200295,20060100,200601,0,1,La Rioja 1846,La Rioja 1846,Esc. Primaria Común N° 02 José Maria Gutiérrez,EPjs 02,4941-3551,dep_epc2_de6@bue.edu.ar,C1244,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,6.0,4.0,PARQUE PATRICIOS,1244,C1244ABN,05 - HOSP PENNA,1,105253.0126,99637.5996,Primario Común,Escuela de Jornada Simple,JS (Escuela de Jornada Simple)
-58.4075458680533,-34.620274042496,1462,200296,20155400,201554,0,1,La Rioja 850,La Rioja 850,Jardín de Infantes Nucleado A (EPCjc 03/06°) [Sede],JIN A-00 (03),4932-3881,dei_jina3_de06@bue.edu.ar,C1221,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,6.0,3.0,SAN CRISTOBAL,1221,C1221ACH,08 - HOSP RAMOS MEJIA,1,105113.0728,100996.5746,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.4075458680533,-34.620274042496,1463,200296,20156500,201565,0,1,La Rioja 850,La Rioja 850,Esc. Primaria Común N° 03 Rufino Sanchez,EPjc 03,4931-4393,dep_epc3_de6@bue.edu.ar,C1221,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,6.0,3.0,SAN CRISTOBAL,1221,C1221ACH,08 - HOSP RAMOS MEJIA,1,105113.0728,100996.5746,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.422299363927,-34.619206618522,1464,200297,20154501,201545,1,1,Quintino Bocayuva 620,Quintino Bocayuva 620,Jardín de Infantes Nucleado B (EPCjs 04/06°) Maestro Escultor Francisco Reyes,JIN B-01 (04),4932-3785,jinbde6@gmail.com,C1216,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,6.0,5.0,ALMAGRO,1216,C1216AAD,03 - HOSP DURAND,1,103760.1085,101115.6288,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.422299363927,-34.619206618522,1465,200297,20066000,200660,0,1,Quintino Bocayuva 620,Quintino Bocayuva 620,Esc. Primaria Común N° 04 Salvador María del Carril,EPjs 04,4931-9628,dep_epc4_de6@bue.edu.ar,C1216,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,6.0,5.0,ALMAGRO,1216,C1216AAD,03 - HOSP DURAND,1,103760.1085,101115.6288,Primario Común,Escuela de Jornada Simple,JS (Escuela de Jornada Simple)
-58.4082348337304,-34.5988205086248,1466,200093,20302719,203027,19,1,Dr. Tomás Manuel de Anchorena 855,Dr. Tomás Manuel de Anchorena 855,ESEA en Danza Mastrazzi Curso Vocacional de Danza y Expresión Corporal Infantil N° 08,CV Dan Inf 08,4931-9628,danzasmastrazzi@yahoo.com.ar,C1170,http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,OSECom,Otros Servicios Educativos de la modalidad Común,Dir de Educación Artística,2.0,3.0,BALVANERA,1170,C1170ACO,08 - HOSP RAMOS MEJIA,1,105051.1742,103376.5232,Otros Servicios Educativos de la modalidad Común,Escuela Superior de Educación Artística,ESEA (Escuela Superior de Educación Artística)
-58.4058479484305,-34.6153695985673,1467,200298,20081800,200818,0,1,Catamarca 462,Catamarca 462,Esc. Primaria Común N° 05 Paul Groussac,EPjc 05,4931-3198,dep_epc5_de6@bue.edu.ar,C1213,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,6.0,3.0,BALVANERA,1213,C1213ABJ,08 - HOSP RAMOS MEJIA,1,105269.0921,101540.5557,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.4058479484305,-34.6153695985673,1468,200298,20037400,200374,0,1,Catamarca 462,Catamarca 462,Centro Educativo de Nivel Secundario N° 70,CENS 70,4931-3198,deaa_cens70_de@bue.edu.ar,C1213,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,6.0,3.0,BALVANERA,1213,C1213ABJ,08 - HOSP RAMOS MEJIA,1,105269.0921,101540.5557,Secundario de Jóvenes y Adultos,Centro Educativo de Nivel Secundario,CENS (Centro Educativo de Nivel Secundario)
-58.4026517802069,-34.6176127133492,1469,200299,20049200,200492,0,1,Saavedra 695,Saavedra 695,Jardín de Infantes Común N° 03/06°,JIC 03/06,4941-9821,dei_jic3_de6@bue.edu.ar,C1229,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,6.0,3.0,BALVANERA,1229,C1229ACC,08 - HOSP RAMOS MEJIA,1,105562.075,101291.5491,Inicial Común,Jardín de Infantes Común,JIC (Jardín de Infantes Común)
-58.4026517802069,-34.6176127133492,1470,200299,20043800,200438,0,1,Saavedra 695,Saavedra 695,Esc. Primaria Común N° 06 Dr. Guillermo Correa,EPjs 06,4943-0553,dep_epc6_de6@bue.edu.ar,C1229,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,6.0,3.0,BALVANERA,1229,C1229ACC,08 - HOSP RAMOS MEJIA,1,105562.075,101291.5491,Primario Común,Escuela de Jornada Simple,JS (Escuela de Jornada Simple)
-58.4098087363587,-34.6290998552125,1471,200300,20160000,201600,0,1,24 de Noviembre 1536,24 de Noviembre 1536,Esc. Primaria Común N° 07 Olegario Víctor Andrade,EPjc 07,4941-2966,dep_epc7_de6@bue.edu.ar,C1242,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,6.0,3.0,SAN CRISTOBAL,1170,C1170AAB,08 - HOSP RAMOS MEJIA,1,104905.0364,100017.6056,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.4098087363587,-34.6290998552125,1472,200300,20215900,202159,0,1,24 de Noviembre 1536,24 de Noviembre 1536,Centro Educativo Complementario de Idiomas Extranjeros N° 06,CECIE 06,4941-2966,dep_cecdie6@bue.edu.ar,C1242,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,OSECom,Otros Servicios Educativos de la modalidad Común,Dir de Educación Primaria,6.0,3.0,SAN CRISTOBAL,1170,C1170AAB,08 - HOSP RAMOS MEJIA,1,104905.0364,100017.6056,Otros Servicios Educativos de la modalidad Común,Centro Educativo Complementario de Idioma Extranjero,CECDIE (Centro Educativo Complementario de Idioma Extranjero)
-58.4100466861398,-34.6137037094421,1473,200324,20302813,203028,13,1,Gral. Urquiza 277,Moreno 3177,ESEA en Danza Ramicone Curso Vocacional de Folklore N° 16,CV Folk 16,4931-7981/4642-5554,vocacionales2010@yahoo.com.ar,C1209,http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,OSECom,Otros Servicios Educativos de la modalidad Común,Dir de Educación Artística,6.0,3.0,BALVANERA,1209,C1209ABG,08 - HOSP RAMOS MEJIA,1,104884.1086,101725.5677,Otros Servicios Educativos de la modalidad Común,Escuela Superior de Educación Artística,ESEA (Escuela Superior de Educación Artística)
-58.414462553763,-34.6340884875396,1474,200343,20065700,200657,0,1,Maza 1913,Maza 1913,Jardín de Infantes Nucleado C (EPCjs 08/06°) [Sede],JIN C-00 (08),4921-0508,dei_jinc8_de6@bue.edu.ar,C1240,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,6.0,5.0,BOEDO,1240,C1240ADO,05 - HOSP PENNA,1,104478.0251,99464.4115,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.414462553763,-34.6340884875396,1475,200343,20143400,201434,0,1,Maza 1913,Maza 1935,Esc. Primaria Común N° 08 Almafuerte,EPjs 08,4921-7220,dep_epc8_de6@bue.edu.ar,C1240,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,6.0,5.0,BOEDO,1240,C1240ADO,05 - HOSP PENNA,1,104478.0251,99464.4115,Primario Común,Escuela de Jornada Simple,JS (Escuela de Jornada Simple)
-58.4016313556397,-34.6269870004071,1476,200301,20005600,200056,0,1,Avda. Jujuy 1471,Avda. Jujuy 1471,Esc. Primaria Común N° 10 Francisco de Gurruchaga,EPjc 10,4941-5295,dep_epc10_de6@bue.edu.ar,C1247,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,6.0,3.0,SAN CRISTOBAL,1247,C1247ABC,08 - HOSP RAMOS MEJIA,1,105655.0292,100251.5688,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.4100845815714,-34.6235562410202,1477,200302,20154500,201545,0,1,Humberto I° 3171,Humberto I° 3171,Jardín de Infantes Nucleado B (EPCjc 11/06°) Maestro Escultor Francisco Reyes [Sede],JIN B-00 (11),4932-3785,dei_jinb11_de6@bue.edu.ar,C1231,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,6.0,3.0,SAN CRISTOBAL,1231,C1231ACK,08 - HOSP RAMOS MEJIA,1,104880.0628,100632.5927,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.4100845815714,-34.6235562410202,1478,200302,20160200,201602,0,1,Humberto I° 3171,Humberto I° 3171,Esc. Primaria Común N° 11 José Federico Moreno,EPjc 11,4931-1541,escuela11distrito6@gmail.com,C1231,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,6.0,3.0,SAN CRISTOBAL,1231,C1231ACK,08 - HOSP RAMOS MEJIA,1,104880.0628,100632.5927,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.4115490027057,-34.6178057579835,1479,200303,20086400,200864,0,1,Agrelo 3231,Agrelo 3231,Esc. Primaria Común N° 12 República del Paraguay,EPjc 12,4957-1382,dep_epc12_de6@bue.edu.ar,C1224,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,6.0,3.0,BALVANERA,1224,C1224ABC,08 - HOSP RAMOS MEJIA,1,104746.0927,101270.5838,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.4101451788571,-34.6130727540957,1480,200304,20154503,201545,3,1,Gral. Urquiza 227,Gral. Urquiza 227,Jardín de Infantes Nucleado B (EPCjc 13/06°) Maestro Escultor Francisco Reyes,JIN B-03 (13),4932-3785,dei_jinb11_de6@bue.edu.ar,C1215,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,6.0,3.0,BALVANERA,1215,C1215ADE,08 - HOSP RAMOS MEJIA,1,104875.1118,101795.5665,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.4101451788571,-34.6130727540957,1481,200304,20065900,200659,0,1,Gral. Urquiza 227,Gral. Urquiza 227,Esc. Primaria Común N° 13 Brig. Gral. José Matias Zapiola,EPjc 13,4931-9521,dep_epc13_de6@bue.edu.ar,C1215,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,6.0,3.0,BALVANERA,1215,C1215ADE,08 - HOSP RAMOS MEJIA,1,104875.1118,101795.5665,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.463538434849,-34.6338058421837,1482,200556,20134400,201344,0,1,Varela 358,Varela 358,Esc. Primaria Común N° 08 Cnel. Ing. Pedro Antonio Cerviño,EPjs 08,4612-5296,dep_epc8_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,11.0,7.0,FLORES,1406,C1406EKH,06 - HOSP PIÑERO,1,99978.1264,99496.8243,Primario Común,Escuela de Jornada Simple,JS (Escuela de Jornada Simple)
-58.4694927778869,-34.6324713508191,1483,200557,20034401,200344,1,1,Cnel. Ramón L. Falcón 2934,Cnel. Ramón L. Falcón 2934,Jardín de Infantes Nucleado C (EPCjc 09/11°) Herminia Brumana,JIN C-01 (09),4611-5740,dei_jinc10_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,11.0,7.0,FLORES,1406,C1406GOH,06 - HOSP PIÑERO,1,99432.145,99644.8439,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.4694927778869,-34.6324713508191,1484,200557,20078600,200786,0,1,Cnel. Ramón L. Falcón 2934,Cnel. Ramón L. Falcón 2934,Esc. Primaria Común N° 09 José Maria Paz,EPjc 09,4611-3181,dep_epc9_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,11.0,7.0,FLORES,1406,C1406GOH,06 - HOSP PIÑERO,1,99432.145,99644.8439,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.4694927778869,-34.6324713508191,1485,200557,20302809,203028,9,1,Cnel. Ramón L. Falcón 2934,Cnel. Ramón L. Falcón 2934,ESEA en Danza Ramicone Curso Vocacional de Folklore N° 11,CV Folk 11,4611-3181/4642-5554 INT 103,vocacionales2010@yahoo.com.ar,C1406,http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,OSECom,Otros Servicios Educativos de la modalidad Común,Dir de Educación Artística,11.0,7.0,FLORES,1406,C1406GOH,06 - HOSP PIÑERO,1,99432.145,99644.8439,Otros Servicios Educativos de la modalidad Común,Escuela Superior de Educación Artística,ESEA (Escuela Superior de Educación Artística)
-58.4655889814317,-34.6369877428932,1486,200558,20034400,200344,0,1,Avda. Lafuente 559,Avda. Lafuente 559,Jardín de Infantes Nucleado C (EPCjc 10/11°) [Sede] Herminia Brumana,JIN C-00 (10),4611-5740,dei_jinc10_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,11.0,7.0,FLORES,1406,C1406ETF,06 - HOSP PIÑERO,1,99790.1158,99143.8402,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.4655889814317,-34.6369877428932,1487,200558,20134300,201343,0,1,Avda. Lafuente 559,Avda. Lafuente 559,Esc. Primaria Común N° 10 Ing. Octavio S. Pico,EPjc 10,4612-8948,dep_epc10_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,11.0,7.0,FLORES,1406,C1406ETF,06 - HOSP PIÑERO,1,99790.1158,99143.8402,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.4655889814317,-34.6369877428932,1488,200558,20216400,202164,0,1,Avda. Lafuente 559,Avda. Lafuente 559,Centro Educativo Complementario de Idiomas Extranjeros N° 11,CECIE 11,4612-8948,cecie11de11@gmail.com/anaherfert@yahoo.com.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,OSECom,Otros Servicios Educativos de la modalidad Común,Dir de Educación Primaria,11.0,7.0,FLORES,1406,C1406ETF,06 - HOSP PIÑERO,1,99790.1158,99143.8402,Otros Servicios Educativos de la modalidad Común,Centro Educativo Complementario de Idioma Extranjero,CECDIE (Centro Educativo Complementario de Idioma Extranjero)
-58.4691124750626,-34.6433605009185,1489,200559,20132503,201325,3,1,Gregorio de Laferrere 3624,Gregorio de Laferrere 3624,Jardín de Infantes Nucleado A (EPCjc 11/11°) Baldomero Fernández Moreno,JIN A-03 (11),4613-6861,jardindeinfantesnucleadoa@gmail.com,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,11.0,9.0,PARQUE AVELLANEDA,1407,C1407HQB,06 - HOSP PIÑERO,1,99467.0935,98436.8699,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.4691124750626,-34.6433605009185,1490,200559,20132200,201322,0,1,Gregorio de Laferrere 3624,Gregorio de Laferrere 3624,Esc. Primaria Común N° 11 Dr. Pedro Goyena,EPjc 11,4612-2745,dep_epc11_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,11.0,9.0,PARQUE AVELLANEDA,1407,C1407HQB,06 - HOSP PIÑERO,1,99467.0935,98436.8699,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.4601795659981,-34.6381958368134,1491,200560,20134000,201340,0,1,Varela 753,Varela 753,Esc. Primaria Común N° 12 Reconquista,EPjc 12,4611-1152,esc12de11@yahoo.com.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,11.0,7.0,FLORES,1406,C1406EKO,06 - HOSP PIÑERO,1,100286.0989,99009.8225,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.4475714541655,-34.6415756751804,1492,200561,20044402,200444,2,1,Lautaro 1440,Lautaro 1440,Jardín de Infantes Nucleado D (EPCjc 13/11°) Sin Fronteras,JIN D-02 (13),4633-8485,jindede11@gmail.com,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,11.0,7.0,FLORES,1406,C1406DLD,06 - HOSP PIÑERO,1,101442.057,98634.7824,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.4475714541655,-34.6415756751804,1493,200561,20083000,200830,0,1,Lautaro 1440,Lautaro 1440,Esc. Primaria Común N° 13 Francisca Jacques,EPjc 13,4631-7224,dep_epc_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,11.0,7.0,FLORES,1406,C1406DLD,06 - HOSP PIÑERO,1,101442.057,98634.7824,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.4732230146582,-34.6355357759584,1494,200562,20166000,201660,0,1,Pergamino 211,Pergamino 251,Esc. Primaria Común N° 14 Hogar Naval Stella Maris,EPjs 14,4612-9791,e14de11@gmail.com,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,11.0,10.0,FLORESTA,1406,C1406FHE,06 - HOSP PIÑERO,1,99090.1385,99304.866,Primario Común,Escuela de Jornada Simple,JS (Escuela de Jornada Simple)
-58.4554029149136,-34.6299478404431,1495,200563,20044400,200444,0,1,Avda. Carabobo 253,Avda. Carabobo 253,Jardín de Infantes Nucleado D (EPCjs 15/11°) [Sede] Sin Fronteras,JIN D-00 (15),4633-8485,dei_jind15_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,11.0,7.0,FLORES,1406,C1406DGC,06 - HOSP PIÑERO,1,100724.1274,99924.7833,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.4554029149136,-34.6299478404431,1496,200563,20168600,201686,0,1,Avda. Carabobo 253,Avda. Carabobo 253,Esc. Primaria Común N° 15 República Oriental del Uruguay,EPjs 15,4631-7572,dep_epc15_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,11.0,7.0,FLORES,1406,C1406DGC,06 - HOSP PIÑERO,1,100724.1274,99924.7833,Primario Común,Escuela de Jornada Simple,JS (Escuela de Jornada Simple)
-58.4554029149136,-34.6299478404431,1497,200563,20107700,201077,0,1,Avda. Carabobo 253,Avda. Carabobo 253,Esc. Primaria p/Adultos N° 15 República Oriental del Uruguay,EPA 15,4633-8485,prim.adultos15de11@gmail.com,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,11.0,7.0,FLORES,1406,C1406DGC,06 - HOSP PIÑERO,1,100724.1274,99924.7833,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Escuela Primaria para Adultos,EP (Escuela Primaria para Adultos)
-58.4652187305386,-34.6438745858368,1498,200564,20132502,201325,2,1,Primera Junta 3445,Primera Junta 3445,Jardín de Infantes Nucleado A (EPCjs 16/11°) Baldomero Fernández Moreno,JIN A-02 (16),4613-6861,jardindeinfantesnucleadosa@gmail.com,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,11.0,7.0,FLORES,1406,C1406HLS,06 - HOSP PIÑERO,1,99824.083,98379.8562,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
